31a95b53e1  tft9_augment_armorclademblem2_name
2e38486978 generatedtip_spelltft_tft7_dragongreenp_tooltiplevelupunlearned
0b8f423268 generatedtip_spelltft_tft7_dragongreenp_tooltipsimple
239cfde831 generatedtip_spelltft_tft7_dragongreenp_tooltipwithextendedbehaviorhint
78605d21d0 generatedtip_spelltft_tft7_eliser_description
3f8d3093cd generatedtip_spelltft_tft7_eliser_displayname
59a91365d7 generatedtip_spelltft_tft7_eliser_tooltip
0f03b44b08 generatedtip_spelltft_tft7_eliser_tooltipextended
70e72358cd generatedtip_spelltft_tft7_eliser_tooltiplevelup
6abe94693f generatedtip_spelltft_tft7_eliser_tooltiplevelupunlearned
50a0d5e78d generatedtip_spelltft_tft7_eliser_tooltipsimple
4bb7f0e780 generatedtip_spelltft_tft7_eliser_tooltipwithextendedbehaviorhint
49ada0850d generatedtip_spelltft_tft7_ezrealq_description
570a901b3f generatedtip_spelltft_tft7_ezrealq_displayname
4b552e78fe generatedtip_spelltft_tft7_ezrealq_tooltip
2dc851d7c4 generatedtip_spelltft_tft7_ezrealq_tooltipextended
7c8588b455 generatedtip_spelltft_tft7_ezrealq_tooltiplevelup
26dc0efad7 generatedtip_spelltft_tft7_ezrealq_tooltiplevelupunlearned
36737fbff0 generatedtip_spelltft_tft7_ezrealq_tooltipsimple
633765ac2a generatedtip_spelltft_tft7_ezrealq_tooltipwithextendedbehaviorhint
4d19e22055 generatedtip_spelltft_tft7_gnarp_description
3f2b3e6130 generatedtip_spelltft_tft7_gnarp_displayname
647a752554 generatedtip_spelltft_tft7_gnarp_tooltip
4e4a37495c generatedtip_spelltft_tft7_gnarp_tooltipextended
2745fb9d53 generatedtip_spelltft_tft7_gnarp_tooltiplevelup
045fc8cf51 generatedtip_spelltft_tft7_gnarp_tooltiplevelupunlearned
1ab0754ee7 generatedtip_spelltft_tft7_gnarp_tooltipsimple
7d9736e93b generatedtip_spelltft_tft7_gnarp_tooltipwithextendedbehaviorhint
6eca1e2dcf generatedtip_spelltft_tft7_gravese_description
08f2e454d6 generatedtip_spelltft_tft7_gravese_displayname
4a707b090f generatedtip_spelltft_tft7_gravese_tooltip
6b651021eb generatedtip_spelltft_tft7_gravese_tooltipextended
6177ee5707 generatedtip_spelltft_tft7_gravese_tooltiplevelup
7249d04ee7 generatedtip_spelltft_tft7_gravese_tooltiplevelupunlearned
14a02e3482 generatedtip_spelltft_tft7_gravese_tooltipsimple
7f8d47316e generatedtip_spelltft_tft7_gravese_tooltipwithextendedbehaviorhint
2e44735212 generatedtip_spelltft_tft7_hecarimr_description
09ffa2a92e generatedtip_spelltft_tft7_hecarimr_displayname
2b1a2bb759 generatedtip_spelltft_tft7_hecarimr_tooltip
38b42f5e67 generatedtip_spelltft_tft7_hecarimr_tooltipextended
16cdaedefd generatedtip_spelltft_tft7_hecarimr_tooltiplevelup
47a0ee66d3 generatedtip_spelltft_tft7_hecarimr_tooltiplevelupunlearned
6166147c92 generatedtip_spelltft_tft7_hecarimr_tooltipsimple
0fdc7df991 generatedtip_spelltft_tft7_hecarimr_tooltipwithextendedbehaviorhint
3dbb389fda generatedtip_spelltft_tft7_heimerdingere_description
3164c616d1 generatedtip_spelltft_tft7_heimerdingere_displayname
412472885a generatedtip_spelltft_tft7_heimerdingere_tooltip
4f29520795 generatedtip_spelltft_tft7_heimerdingere_tooltipextended
3eaa8f0445 generatedtip_spelltft_tft7_heimerdingere_tooltiplevelup
3b8dd05619 generatedtip_spelltft_tft7_heimerdingere_tooltiplevelupunlearned
6c390b5a5e generatedtip_spelltft_tft7_heimerdingere_tooltipsimple
06af74e3cd generatedtip_spelltft_tft7_heimerdingere_tooltipwithextendedbehaviorhint
126f075a95 generatedtip_spelltft_tft7_illaoir_description
541fc5f7c5 generatedtip_spelltft_tft7_illaoir_displayname
38241b0f65 generatedtip_spelltft_tft7_illaoir_tooltip
1e9f322c6b generatedtip_spelltft_tft7_illaoir_tooltipextended
44f28d6525 generatedtip_spelltft_tft7_illaoir_tooltiplevelup
3b35270d5c generatedtip_spelltft_tft7_illaoir_tooltiplevelupunlearned
389e3214a3 generatedtip_spelltft_tft7_illaoir_tooltipsimple
53142932e1 generatedtip_spelltft_tft7_illaoir_tooltipwithextendedbehaviorhint
2932c34ae6 generatedtip_spelltft_tft7_jaxe_description
3be3ed5e75 generatedtip_spelltft_tft7_jaxe_displayname
78ab6b53e3 generatedtip_spelltft_tft7_jaxe_tooltip
1f18322a07 generatedtip_spelltft_tft7_jaxe_tooltipextended
666964bc24 generatedtip_spelltft_tft7_jaxe_tooltiplevelup
776c9e2c87 generatedtip_spelltft_tft7_jaxe_tooltiplevelupunlearned
7f3651b358 generatedtip_spelltft_tft7_jaxe_tooltipsimple
0da1c4a320 generatedtip_spelltft_tft7_jaxe_tooltipwithextendedbehaviorhint
61cc2baf8b generatedtip_spelltft_tft7_jayceq_description
076014d84f generatedtip_spelltft_tft7_jayceq_displayname
62ff89cc1b generatedtip_spelltft_tft7_jayceq_tooltip
055c8f89ef generatedtip_spelltft_tft7_jayceq_tooltipextended
54e5e16f30 generatedtip_spelltft_tft7_jayceq_tooltiplevelup
7a6f0582d2 generatedtip_spelltft_tft7_jayceq_tooltiplevelupunlearned
2871112ee0 generatedtip_spelltft_tft7_jayceq_tooltipsimple
1d6c576b7e generatedtip_spelltft_tft7_jayceq_tooltipwithextendedbehaviorhint
2411573493 generatedtip_spelltft_tft7_jinxe_description
34f4db3440 generatedtip_spelltft_tft7_jinxe_displayname
70fa10b5a8 generatedtip_spelltft_tft7_jinxe_tooltip
65bfbda46a generatedtip_spelltft_tft7_jinxe_tooltipextended
392c7294e2 generatedtip_spelltft_tft7_jinxe_tooltiplevelup
57ccc71508 generatedtip_spelltft_tft7_jinxe_tooltiplevelupunlearned
74a2c811a0 generatedtip_spelltft_tft7_jinxe_tooltipsimple
58537ec31f generatedtip_spelltft_tft7_jinxe_tooltipwithextendedbehaviorhint
580e488987 generatedtip_spelltft_tft7_kaisaq_description
6b38fac50a generatedtip_spelltft_tft7_kaisaq_displayname
55171a0f62 generatedtip_spelltft_tft7_kaisaq_tooltip
4c27a49462 generatedtip_spelltft_tft7_kaisaq_tooltipextended
747d88094d generatedtip_spelltft_tft7_kaisaq_tooltiplevelup
50ee83275a generatedtip_spelltft_tft7_kaisaq_tooltiplevelupunlearned
0a4a5e78d8 generatedtip_spelltft_tft7_kaisaq_tooltipsimple
718a5816e6 generatedtip_spelltft_tft7_kaisaq_tooltipwithextendedbehaviorhint
7f61b35e08 generatedtip_spelltft_tft7_karmaq_description
46c5fe7a20 generatedtip_spelltft_tft7_karmaq_displayname
5bd2f6f358 generatedtip_spelltft_tft7_karmaq_tooltip
62653c6db5 generatedtip_spelltft_tft7_karmaq_tooltipextended
3bc4fc5c7e generatedtip_spelltft_tft7_karmaq_tooltiplevelup
38db383dc1 generatedtip_spelltft_tft7_karmaq_tooltiplevelupunlearned
795a3de122 generatedtip_spelltft_tft7_karmaq_tooltipsimple
6eeacbebf5 generatedtip_spelltft_tft7_karmaq_tooltipwithextendedbehaviorhint
24e8bc583f generatedtip_spelltft_tft7_kaynw_description
6daefcf5d2 generatedtip_spelltft_tft7_kaynw_displayname
51a251742c generatedtip_spelltft_tft7_kaynw_tooltip
507b3f91bb generatedtip_spelltft_tft7_kaynw_tooltipextended
76af4adbc8 generatedtip_spelltft_tft7_kaynw_tooltiplevelup
02f32d9dbd generatedtip_spelltft_tft7_kaynw_tooltiplevelupunlearned
25cc3e3a35 generatedtip_spelltft_tft7_kaynw_tooltipsimple
0da5fd8ac1 generatedtip_spelltft_tft7_kaynw_tooltipwithextendedbehaviorhint
1e54c5b651 generatedtip_spelltft_tft7_lagoonrelicq_description
77258401c1 generatedtip_spelltft_tft7_lagoonrelicq_displayname
6755f140fe generatedtip_spelltft_tft7_lagoonrelicq_tooltip
054d115426 generatedtip_spelltft_tft7_lagoonrelicq_tooltipextended
7ff458e809 generatedtip_spelltft_tft7_lagoonrelicq_tooltiplevelup
0ccabddd3d generatedtip_spelltft_tft7_lagoonrelicq_tooltiplevelupunlearned
1c7f28723e generatedtip_spelltft_tft7_lagoonrelicq_tooltipsimple
7afecfa940 generatedtip_spelltft_tft7_lagoonrelicq_tooltipwithextendedbehaviorhint
1967574c0d generatedtip_spelltft_tft7_leesinr_description
2bf18c5464 generatedtip_spelltft_tft7_leesinr_displayname
039b095e1e generatedtip_spelltft_tft7_leesinr_tooltip
2d523ebd8e generatedtip_spelltft_tft7_leesinr_tooltipextended
2402d3bcb7 generatedtip_spelltft_tft7_leesinr_tooltiplevelup
5b24342b97 generatedtip_spelltft_tft7_leesinr_tooltiplevelupunlearned
0e7464a0c9 generatedtip_spelltft_tft7_leesinr_tooltipsimple
024e5c7d78 generatedtip_spelltft_tft7_leesinr_tooltipwithextendedbehaviorhint
766fd894a1 generatedtip_spelltft_tft7_leonaw_description
11921a1016 generatedtip_spelltft_tft7_leonaw_displayname
3ba64f9b68 generatedtip_spelltft_tft7_leonaw_tooltip
389098c9e2 generatedtip_spelltft_tft7_leonaw_tooltipextended
2baf14cf80 generatedtip_spelltft_tft7_leonaw_tooltiplevelup
063e93f422 generatedtip_spelltft_tft7_leonaw_tooltiplevelupunlearned
21cca42e60 generatedtip_spelltft_tft7_leonaw_tooltipsimple
4397ab4e58 generatedtip_spelltft_tft7_leonaw_tooltipwithextendedbehaviorhint
4fb39a9e3e generatedtip_spelltft_tft7_lilliaw_description
24ca029e81 generatedtip_spelltft_tft7_lilliaw_displayname
31a6db92e1 generatedtip_spelltft_tft7_lilliaw_tooltip
3c25791e38 generatedtip_spelltft_tft7_lilliaw_tooltipextended
5b712e5b90 generatedtip_spelltft_tft7_lilliaw_tooltiplevelup
2b127964b1 generatedtip_spelltft_tft7_lilliaw_tooltiplevelupunlearned
640ebb1554 generatedtip_spelltft_tft7_lilliaw_tooltipsimple
6229b7f55f generatedtip_spelltft_tft7_lilliaw_tooltipwithextendedbehaviorhint
54b659f942 generatedtip_spelltft_tft7_luluw_description
5dfe4fa8f3 generatedtip_spelltft_tft7_luluw_displayname
77edd01248 generatedtip_spelltft_tft7_luluw_tooltip
321cb8a58b generatedtip_spelltft_tft7_luluw_tooltipextended
329d4f9bb0 generatedtip_spelltft_tft7_luluw_tooltiplevelup
4f68e8fffd generatedtip_spelltft_tft7_luluw_tooltiplevelupunlearned
63ee08e472 generatedtip_spelltft_tft7_luluw_tooltipsimple
7b897d6158 generatedtip_spelltft_tft7_luluw_tooltipwithextendedbehaviorhint
2081dd4624 generatedtip_spelltft_tft7_luxq_description
1625c3ef83 generatedtip_spelltft_tft7_luxq_displayname
1bbd334ee0 generatedtip_spelltft_tft7_luxq_tooltip
6b27ef878c generatedtip_spelltft_tft7_luxq_tooltipextended
1a7708e07f generatedtip_spelltft_tft7_luxq_tooltiplevelup
7bf3ccd9fc generatedtip_spelltft_tft7_luxq_tooltiplevelupunlearned
7def99c6b4 generatedtip_spelltft_tft7_luxq_tooltipsimple
748c027b4b generatedtip_spelltft_tft7_luxq_tooltipwithextendedbehaviorhint
6c24383d29 generatedtip_spelltft_tft7_malphitep_description
71be598cee generatedtip_spelltft_tft7_malphitep_displayname
11c286c827 generatedtip_spelltft_tft7_malphitep_tooltip
0973ea47cf generatedtip_spelltft_tft7_malphitep_tooltipextended
3fe857f26b generatedtip_spelltft_tft7_malphitep_tooltiplevelup
639ad95cb7 generatedtip_spelltft_tft7_malphitep_tooltiplevelupunlearned
71e52e4631 generatedtip_spelltft_tft7_malphitep_tooltipsimple
1f6b4b2d81 generatedtip_spelltft_tft7_malphitep_tooltipwithextendedbehaviorhint
25fb22d06b generatedtip_spelltft_tft7_namiw_description
4740707521 generatedtip_spelltft_tft7_namiw_displayname
559c52efa9 generatedtip_spelltft_tft7_namiw_tooltip
7703dab8af generatedtip_spelltft_tft7_namiw_tooltipextended
43844b8e90 generatedtip_spelltft_tft7_namiw_tooltiplevelup
015102dd40 generatedtip_spelltft_tft7_namiw_tooltiplevelupunlearned
34c91317c0 generatedtip_spelltft_tft7_namiw_tooltipsimple
0e7bd40e81 generatedtip_spelltft_tft7_namiw_tooltipwithextendedbehaviorhint
0fb8f463da generatedtip_spelltft_tft7_nasusr_description
26f4784f7f generatedtip_spelltft_tft7_nasusr_displayname
06a5515ee4 generatedtip_spelltft_tft7_nasusr_tooltip
1fa98461ee generatedtip_spelltft_tft7_nasusr_tooltipextended
58d4ffd5e3 generatedtip_spelltft_tft7_nasusr_tooltiplevelup
3b338832b8 generatedtip_spelltft_tft7_nasusr_tooltiplevelupunlearned
02a4f51048 generatedtip_spelltft_tft7_nasusr_tooltipsimple
2171f0c950 generatedtip_spelltft_tft7_nasusr_tooltipwithextendedbehaviorhint
5f6029b280 generatedtip_spelltft_tft7_nidaleer_description
515b87e95b generatedtip_spelltft_tft7_nidaleer_displayname
36a5170aaf generatedtip_spelltft_tft7_nidaleer_tooltip
621e7d2d12 generatedtip_spelltft_tft7_nidaleer_tooltipextended
5f4e820eba generatedtip_spelltft_tft7_nidaleer_tooltiplevelup
1ddbe5a87d generatedtip_spelltft_tft7_nidaleer_tooltiplevelupunlearned
140be58fac generatedtip_spelltft_tft7_nidaleer_tooltipsimple
514eb8687f generatedtip_spelltft_tft7_nidaleer_tooltipwithextendedbehaviorhint
7af1e11e69 generatedtip_spelltft_tft7_nilahr_description
74d5e9f58a generatedtip_spelltft_tft7_nilahr_displayname
33b1bf47cd generatedtip_spelltft_tft7_nilahr_tooltip
35072291fe generatedtip_spelltft_tft7_nilahr_tooltipextended
4e5e1c7301 generatedtip_spelltft_tft7_nilahr_tooltiplevelup
2feb1e3c1d generatedtip_spelltft_tft7_nilahr_tooltiplevelupunlearned
77273f782b generatedtip_spelltft_tft7_nilahr_tooltipsimple
27ec283a56 generatedtip_spelltft_tft7_nilahr_tooltipwithextendedbehaviorhint
4ea10451ae generatedtip_spelltft_tft7_nunuq_description
3f2db8fa0b generatedtip_spelltft_tft7_nunuq_displayname
4fe672147d generatedtip_spelltft_tft7_nunuq_tooltip
2058187c42 generatedtip_spelltft_tft7_nunuq_tooltipextended
46a4436dac generatedtip_spelltft_tft7_nunuq_tooltiplevelup
2cb93d8356 generatedtip_spelltft_tft7_nunuq_tooltiplevelupunlearned
13250ad799 generatedtip_spelltft_tft7_nunuq_tooltipsimple
0c2b53302c generatedtip_spelltft_tft7_nunuq_tooltipwithextendedbehaviorhint
312dd6cdac generatedtip_spelltft_tft7_olafe_description
22176b5853 generatedtip_spelltft_tft7_olafe_displayname
7136667a0c generatedtip_spelltft_tft7_olafe_tooltip
75ade89008 generatedtip_spelltft_tft7_olafe_tooltipextended
034ed936d3 generatedtip_spelltft_tft7_olafe_tooltiplevelup
1ca3452f15 generatedtip_spelltft_tft7_olafe_tooltiplevelupunlearned
15a1fbac7a generatedtip_spelltft_tft7_olafe_tooltipsimple
0c7fb22370 generatedtip_spelltft_tft7_olafe_tooltipwithextendedbehaviorhint
1a91114b5f generatedtip_spelltft_tft7_ornnr_description
3618ee1f20 generatedtip_spelltft_tft7_ornnr_displayname
35c39501a2 generatedtip_spelltft_tft7_ornnr_tooltip
62b535e584 generatedtip_spelltft_tft7_ornnr_tooltipextended
5be357294f generatedtip_spelltft_tft7_ornnr_tooltiplevelup
095cf96cb2 generatedtip_spelltft_tft7_ornnr_tooltiplevelupunlearned
4a7e47e2c6 generatedtip_spelltft_tft7_ornnr_tooltipsimple
6cab2086ec generatedtip_spelltft_tft7_ornnr_tooltipwithextendedbehaviorhint
0b5cdfe1ee generatedtip_spelltft_tft7_pantheone_description
52b9785e44 generatedtip_spelltft_tft7_pantheone_displayname
777be29457 generatedtip_spelltft_tft7_pantheone_tooltip
388f4df654 generatedtip_spelltft_tft7_pantheone_tooltipextended
54bda18956 generatedtip_spelltft_tft7_pantheone_tooltiplevelup
28f8413027 generatedtip_spelltft_tft7_pantheone_tooltiplevelupunlearned
1d97988d75 generatedtip_spelltft_tft7_pantheone_tooltipsimple
791cf22872 generatedtip_spelltft_tft7_pantheone_tooltipwithextendedbehaviorhint
54d3f5e31b generatedtip_spelltft_tft7_pyker_description
64c36a547d generatedtip_spelltft_tft7_pyker_displayname
2102cbd61d generatedtip_spelltft_tft7_pyker_tooltip
29e22f2955 generatedtip_spelltft_tft7_pyker_tooltipextended
1b6a0be4a6 generatedtip_spelltft_tft7_pyker_tooltiplevelup
763a428e39 generatedtip_spelltft_tft7_pyker_tooltiplevelupunlearned
3cf7c8386a generatedtip_spelltft_tft7_pyker_tooltipsimple
37aee9e99c generatedtip_spelltft_tft7_pyker_tooltipwithextendedbehaviorhint
7db327095b generatedtip_spelltft_tft7_qiyanaq_description
26b9649b80 generatedtip_spelltft_tft7_qiyanaq_displayname
66644aa4dd generatedtip_spelltft_tft7_qiyanaq_tooltip
486cbf40f6 generatedtip_spelltft_tft7_qiyanaq_tooltipextended
38b7433b21 generatedtip_spelltft_tft7_qiyanaq_tooltiplevelup
309e27a381 generatedtip_spelltft_tft7_qiyanaq_tooltiplevelupunlearned
24566ca0dc generatedtip_spelltft_tft7_qiyanaq_tooltipsimple
4ead0eda61 generatedtip_spelltft_tft7_qiyanaq_tooltipwithextendedbehaviorhint
29c8091fb4 generatedtip_spelltft_tft7_rakanw_description
1ede190ea7 generatedtip_spelltft_tft7_rakanw_displayname
7a0c474cab generatedtip_spelltft_tft7_rakanw_tooltip
3e8e85b580 generatedtip_spelltft_tft7_rakanw_tooltipextended
41ef729f32 generatedtip_spelltft_tft7_rakanw_tooltiplevelup
2954707dad generatedtip_spelltft_tft7_rakanw_tooltiplevelupunlearned
691c924ebb generatedtip_spelltft_tft7_rakanw_tooltipsimple
48833e7f78 generatedtip_spelltft_tft7_rakanw_tooltipwithextendedbehaviorhint
5c72f21633 generatedtip_spelltft_tft7_relle_description
4991a74647 generatedtip_spelltft_tft7_relle_displayname
0d1127a92d generatedtip_spelltft_tft7_relle_tooltip
26ee24f20b generatedtip_spelltft_tft7_relle_tooltipextended
361046e6c5 generatedtip_spelltft_tft7_relle_tooltiplevelup
64ea731d92 generatedtip_spelltft_tft7_relle_tooltiplevelupunlearned
19b1f9dad4 generatedtip_spelltft_tft7_relle_tooltipsimple
3943cee13b generatedtip_spelltft_tft7_relle_tooltipwithextendedbehaviorhint
0b1dd027ab generatedtip_spelltft_tft7_rengarp_description
6ddcf7bf60 generatedtip_spelltft_tft7_rengarp_displayname
7b03af20d9 generatedtip_spelltft_tft7_rengarp_tooltip
78ea0a5012 generatedtip_spelltft_tft7_rengarp_tooltipextended
772d64d204 generatedtip_spelltft_tft7_rengarp_tooltiplevelup
727ff1091a generatedtip_spelltft_tft7_rengarp_tooltiplevelupunlearned
30aa22ba7b generatedtip_spelltft_tft7_rengarp_tooltipsimple
71a7f3b8c3 generatedtip_spelltft_tft7_rengarp_tooltipwithextendedbehaviorhint
3341561b37 generatedtip_spelltft_tft7_ryzeq_description
5faa897d0d generatedtip_spelltft_tft7_ryzeq_displayname
02920b2e24 generatedtip_spelltft_tft7_ryzeq_tooltip
14f3fcea4b generatedtip_spelltft_tft7_ryzeq_tooltipextended
43be28574f generatedtip_spelltft_tft7_ryzeq_tooltiplevelup
5205bb5ced generatedtip_spelltft_tft7_ryzeq_tooltiplevelupunlearned
357d659a13 generatedtip_spelltft_tft7_ryzeq_tooltipsimple
328ea00482 generatedtip_spelltft_tft7_ryzeq_tooltipwithextendedbehaviorhint
317b6a1c10 generatedtip_spelltft_tft7_sejuaniw_description
315f3cf909 generatedtip_spelltft_tft7_sejuaniw_displayname
640cacbf5b generatedtip_spelltft_tft7_sejuaniw_tooltip
36e1f7d17f generatedtip_spelltft_tft7_sejuaniw_tooltipextended
21b52e3db5 generatedtip_spelltft_tft7_sejuaniw_tooltiplevelup
07742765de generatedtip_spelltft_tft7_sejuaniw_tooltiplevelupunlearned
684d934e0a generatedtip_spelltft_tft7_sejuaniw_tooltipsimple
6e1b1ddb09 generatedtip_spelltft_tft7_sejuaniw_tooltipwithextendedbehaviorhint
3b4e253934 generatedtip_spelltft_tft7_sennaq_description
4e5ec10e15 generatedtip_spelltft_tft7_sennaq_displayname
7a1464ff3a generatedtip_spelltft_tft7_sennaq_tooltip
00e88bc154 generatedtip_spelltft_tft7_sennaq_tooltipextended
35d8d4211c generatedtip_spelltft_tft7_sennaq_tooltiplevelup
27636a0471 generatedtip_spelltft_tft7_sennaq_tooltiplevelupunlearned
656449fe10 generatedtip_spelltft_tft7_sennaq_tooltipsimple
3e1a850606 generatedtip_spelltft_tft7_sennaq_tooltipwithextendedbehaviorhint
01aaa3a554 generatedtip_spelltft_tft7_sennaw_description
29a40909b1 generatedtip_spelltft_tft7_sennaw_displayname
350f883dcc generatedtip_spelltft_tft7_sennaw_tooltip
59cc463717 generatedtip_spelltft_tft7_sennaw_tooltipextended
405a718c74 generatedtip_spelltft_tft7_sennaw_tooltiplevelup
25df2b1b9d generatedtip_spelltft_tft7_sennaw_tooltiplevelupunlearned
4602f02be1 generatedtip_spelltft_tft7_sennaw_tooltipsimple
7b0ba0edf1 generatedtip_spelltft_tft7_sennaw_tooltipwithextendedbehaviorhint
70f3c05353 generatedtip_spelltft_tft7_seraphinew_description
24680490c0 generatedtip_spelltft_tft7_seraphinew_displayname
2574b1d307 generatedtip_spelltft_tft7_seraphinew_tooltip
475ff87f02 generatedtip_spelltft_tft7_seraphinew_tooltipextended
4907f9ad58 generatedtip_spelltft_tft7_seraphinew_tooltiplevelup
6f3b4f6b1e generatedtip_spelltft_tft7_seraphinew_tooltiplevelupunlearned
0f4c3910c1 generatedtip_spelltft_tft7_seraphinew_tooltipsimple
4727eebfa4 generatedtip_spelltft_tft7_seraphinew_tooltipwithextendedbehaviorhint
0349f81f85 generatedtip_spelltft_tft7_settq_description
2e8ee77fe2 generatedtip_spelltft_tft7_settq_displayname
29aeff47b9 generatedtip_spelltft_tft7_settq_tooltip
4345193f37 generatedtip_spelltft_tft7_settq_tooltipextended
31fdd71746 generatedtip_spelltft_tft7_settq_tooltiplevelup
455f82c820 generatedtip_spelltft_tft7_settq_tooltiplevelupunlearned
115e36b278 generatedtip_spelltft_tft7_settq_tooltipsimple
10d2e71105 generatedtip_spelltft_tft7_settq_tooltipwithextendedbehaviorhint
054bd33ba7 generatedtip_spelltft_tft7_shenw_description
5ce6dc4922 generatedtip_spelltft_tft7_shenw_displayname
557edcd7d5 generatedtip_spelltft_tft7_shenw_tooltip
768d986fd4 generatedtip_spelltft_tft7_shenw_tooltipextended
659c444509 generatedtip_spelltft_tft7_shenw_tooltiplevelup
45c132d515 generatedtip_spelltft_tft7_shenw_tooltiplevelupunlearned
4d9f914637 generatedtip_spelltft_tft7_shenw_tooltipsimple
5ce79bce3c generatedtip_spelltft_tft7_shenw_tooltipwithextendedbehaviorhint
5ac6caf55e generatedtip_spelltft_tft7_shyvanar_description
166e6f6a0a generatedtip_spelltft_tft7_shyvanar_displayname
112dbbc96e generatedtip_spelltft_tft7_shyvanar_tooltip
58b08e84cc generatedtip_spelltft_tft7_shyvanar_tooltipextended
7972e798fd generatedtip_spelltft_tft7_shyvanar_tooltiplevelup
25269d019e generatedtip_spelltft_tft7_shyvanar_tooltiplevelupunlearned
5d21f1d6a1 generatedtip_spelltft_tft7_shyvanar_tooltipsimple
35ad520355 generatedtip_spelltft_tft7_shyvanar_tooltipwithextendedbehaviorhint
002ff3a769 generatedtip_spelltft_tft7_skarnerw_description
335f5a85ca generatedtip_spelltft_tft7_skarnerw_displayname
74ec5682c2 generatedtip_spelltft_tft7_skarnerw_tooltip
51b54ce962 generatedtip_spelltft_tft7_skarnerw_tooltipextended
1e7a195dfa generatedtip_spelltft_tft7_skarnerw_tooltiplevelup
00521dc613 generatedtip_spelltft_tft7_skarnerw_tooltiplevelupunlearned
2d3c2a8759 generatedtip_spelltft_tft7_skarnerw_tooltipsimple
593979f28a generatedtip_spelltft_tft7_skarnerw_tooltipwithextendedbehaviorhint
22c04c3618 generatedtip_spelltft_tft7_sonar_description
270a22b7b6 generatedtip_spelltft_tft7_sonar_displayname
4419742fc1 generatedtip_spelltft_tft7_sonar_tooltip
6bba26109f generatedtip_spelltft_tft7_sonar_tooltipextended
3b934ac55d generatedtip_spelltft_tft7_sonar_tooltiplevelup
0ddae00bcf generatedtip_spelltft_tft7_sonar_tooltiplevelupunlearned
37b7928229 generatedtip_spelltft_tft7_sonar_tooltipsimple
44100be4ba generatedtip_spelltft_tft7_sonar_tooltipwithextendedbehaviorhint
010aa417c5 generatedtip_spelltft_tft7_sorakar_description
13bde5ef13 generatedtip_spelltft_tft7_sorakar_displayname
38328157b3 generatedtip_spelltft_tft7_sorakar_tooltip
117af8eaa7 generatedtip_spelltft_tft7_sorakar_tooltipextended
605f46c53b generatedtip_spelltft_tft7_sorakar_tooltiplevelup
4a1af55b32 generatedtip_spelltft_tft7_sorakar_tooltiplevelupunlearned
5f069fe443 generatedtip_spelltft_tft7_sorakar_tooltipsimple
17a9d4154f generatedtip_spelltft_tft7_sorakar_tooltipwithextendedbehaviorhint
0ac11d9121 generatedtip_spelltft_tft7_swainr_description
7b76832c68 generatedtip_spelltft_tft7_swainr_displayname
0126c32f33 generatedtip_spelltft_tft7_swainr_tooltip
07c0833e62 generatedtip_spelltft_tft7_swainr_tooltipextended
4ca971d212 generatedtip_spelltft_tft7_swainr_tooltiplevelup
57cd3e9547 generatedtip_spelltft_tft7_swainr_tooltiplevelupunlearned
7e22f2bf85 generatedtip_spelltft_tft7_swainr_tooltipsimple
7738f3cf60 generatedtip_spelltft_tft7_swainr_tooltipwithextendedbehaviorhint
6aa5ee96a7 generatedtip_spelltft_tft7_sylasp_description
5ec2724117 generatedtip_spelltft_tft7_sylasp_displayname
37d2945162 generatedtip_spelltft_tft7_sylasp_tooltip
71fb69c03a generatedtip_spelltft_tft7_sylasp_tooltipextended
7b063fa18a generatedtip_spelltft_tft7_sylasp_tooltiplevelup
7be343ef66 generatedtip_spelltft_tft7_sylasp_tooltiplevelupunlearned
036e25fea2 generatedtip_spelltft_tft7_sylasp_tooltipsimple
219daa74fe generatedtip_spelltft_tft7_sylasp_tooltipwithextendedbehaviorhint
22bc7a4c69 generatedtip_spelltft_tft7_tahmkenche_description
021c168b85 generatedtip_spelltft_tft7_tahmkenche_displayname
44dae6cee7 generatedtip_spelltft_tft7_tahmkenche_tooltip
78469d126f generatedtip_spelltft_tft7_tahmkenche_tooltipextended
27571731d7 generatedtip_spelltft_tft7_tahmkenche_tooltiplevelup
53006eb7dd generatedtip_spelltft_tft7_tahmkenche_tooltiplevelupunlearned
4a1d99420b generatedtip_spelltft_tft7_tahmkenche_tooltipsimple
38b6a2c83a generatedtip_spelltft_tft7_tahmkenche_tooltipwithextendedbehaviorhint
6f313fa599 generatedtip_spelltft_tft7_taliyahq_description
7c8cd2d95a generatedtip_spelltft_tft7_taliyahq_displayname
30a21d75a8 generatedtip_spelltft_tft7_taliyahq_tooltip
7e40a1ba39 generatedtip_spelltft_tft7_taliyahq_tooltipextended
698f1d2d46 generatedtip_spelltft_tft7_taliyahq_tooltiplevelup
73f021a102 generatedtip_spelltft_tft7_taliyahq_tooltiplevelupunlearned
6b95600735 generatedtip_spelltft_tft7_taliyahq_tooltipsimple
1dd83df715 generatedtip_spelltft_tft7_taliyahq_tooltipwithextendedbehaviorhint
2384066353 generatedtip_spelltft_tft7_talonr_description
27c7dfe05f generatedtip_spelltft_tft7_talonr_displayname
13521e244a generatedtip_spelltft_tft7_talonr_tooltip
1ce925058b generatedtip_spelltft_tft7_talonr_tooltipextended
4ebf8bc135 generatedtip_spelltft_tft7_talonr_tooltiplevelup
2890f4b706 generatedtip_spelltft_tft7_talonr_tooltiplevelupunlearned
