e4460934 AFKDetection2
2258a9fc mAvatarBlurPassCount
a979fa94 mAvatarColor
f4ac7e9f mAvatarColorFactor
926099c4 mAvatarLevelRequired
531fd800 mAvatarSize
de97ba5a mBackdrop
5cf701ad mBackdropColor
2c76b812 mBackdropElement
6d0a5bb0 mBadges
7b3ac8d0 mBarColor
13bac92f mBarElement
8ce87672 mBarOffset
bd132bec mBarTextureUvs
750af35d mBase
b70ad8f0 mBaseColor
e40bac02 mBaseExperienceMultiplier
deface50 mBaseItemIds
2c0e2bf7 mBaseItems
6d3ccfd7 mBaseP
11fe674c mBaseTexture
13deb887 mBaseTextureName
1ee85e57 mBasicAttackCalculation
a9bd9145 mBasicAttackIconTextureName
d45614c7 mBeam
dfccb378 mBehaviorTreeConfig
17f26f6c mBelongsToAvatar
1ff7574d mBias
572d65ab mBinaryFile
8c784fc7 mBirthTilingSize
241fa333 mBlendDataList
309113ad mBlendDataTable
7a341a3a mBlendFlags
df2f42a9 mBlendInTime
9ae6020c mBlendMode
a8c578b4 mBlendOutTime
39d1e89a mBlendTime
f4018e7f mBlendWeight
9b9b0ca0 mBlnd2GDSMap
b240e461 mBlockLevel
79131e8e mBlocks
eb880965 mBoneName
9aa8a88d mBook
ecb7d556 mBoolDriver
cdfc3c4e mBorderLeftTextureUvs
ffd5aeb1 mBorderMidTextureUvs
81707381 mBorderOffset
e70bbea9 mBorderRightTextureUvs
f0696c0b mBotOverrideSet
5af53485 mBottomFraction
f3238a32 mBottomlineTra
a2623a40 mBountyIndicator
1dc22cd4 mBracket
5115253c mBracketTRAKey
7b5d1934 mBreakpoints
890163aa mBrushCursor
7f0f5a79 mBuff
d7e2c71d mBuffAttributeFlag
47fff22a mBuffAttributeFlags
f1c99bd1 mBuffComparisons
7b4f9929 mBuffData
02490112 mBuffName
6eac7015 mBuffScriptName
ca93d232 mBuffSpellObject
f68b3a51 mBuffTimerSimulationType
41fe3d28 mBuffVfxSpawnConditions
0f2abdbe mBuffs
614e7a4d mBuildDepth
708df348 mCCScoreMultipliers
0bfd5c3e mCacs
dca91c56 mCalculations
114b9d60 mCampId
61a2c496 mCampIsAlive
8a2a7466 mCampName
d1dbada1 mCanBeSold
3f8bc625 mCanMoveWhileChanneling
0ded166a mCanQueueWhileOnCooldown
df650aa8 mCanSidegrade
b653f849 mCanTriggerChargeSpellWhileDisabled
5a1a9490 mCancelChargeOnRecastTime
551b248c mCantCancelWhileChanneling
e321919c mCantCancelWhileWindingUp
f475ad10 mCardConfig
59447d06 mCardType
346391b2 mCarouselData
1e53f13e mCascadeBlendValue
0166abbf mCastRangeGrowthDuration
bcaeb6d3 mCastRangeGrowthMax
a4c1dfb0 mCastRangeGrowthStartTime
37b0d72b mCastRequirementsCaster
c1cff9a6 mCastRequirementsTarget
90fb0576 mCastTime
856a86cf mCastTimePercent
3a7f083f mCastType
52812481 mCatalogEntry
ccf99b44 mCategories
8e257510 mCategory
9a4bd893 mCategoryName
886fc197 mCeiling
2a32f892 mCenterArrowToEndPoint
5ae012cf mChampion
4d2be76a mChampionDoubleResource
89fae18d mChampionEvent
bc169602 mChampionId
79b5254d mChampionIndicatorEnabled
63477860 mChampionItemRecommendations
0e7af56c mChampionLists
173c0193 mChampionSingleResource
b6401dfc mChampionSingleResourceInvulnerable
cabd7df4 mChampions
4628a916 mChangeAnimationMidPlay
c86a2a45 mChangeAnimationMidPlayback
18f49087 mChannelDuration
a54ff456 mChannelIsInterruptedByAttacking
6083fb6f mChannelIsInterruptedByDisables
b4ff0e30 mChaos
718ad5c9 mChaosChatColor
f91645c7 mChaosColor
715b6117 mCharacter
3926ca85 mCharacterCalculations
61f4fb27 mCharacterLevel
ff675dd4 mCharacterName
bb13b87e mCharacterPassiveBuffs
e96f0412 mCharacterPassiveSpell
f3e8e24f mCharacterType
b259b11e mCharacterVOGlobalCooldown
d6da506c mCharacters
f7141f28 mChargeUpdateInterval
1d7a5898 mChatBubble
ce4258fe mChatData
80d0bd56 mChatMessageDefault
8faf5c98 mChatMessageExtended
fee239b2 mChatVOThrottleCounterDecayTime
db01d196 mChatVOThrottleCounterThreshold
e09c4e58 mCheatMenuData
41a8f652 mCheatMenuUIData
a33a35b5 mCheatPages
792c6224 mCheats
dde40707 mChildAnimDelaySwitchTime
20e6065b mChildCondition
f21bb0f8 mChildConditions
82f13684 mChildMissileSpell
c354d821 mChildSpells
2db18650 mChoices
4f98e5c6 mChoicesMap
55d8daee mChooseRandomValidRule
18a41fd1 mCircleMissileAngularVelocity
515b8d80 mCircleMissileRadialVelocity
e66084ec mClashLogoColorId
f314571b mClashLogoId
e203545a mClickableToEnable
048557ff mClientData
4919fc7d mClientSideItemInventory
51a0edca mClipDataList
45e122f8 mClipDataMap
053e3c23 mClipID
dc6462fe mClipIndexList
ca2b847d mClipName
078cafd9 mClipNameList
bf8e5f89 mCloseButtonDefinition
1e358a8d mClubTagChaosChatColor
94d46741 mClubTagEnemyChatColor
0d9c7588 mClubTagFriendlyChatColor
1dd8e5e0 mClubTagNeutralChatColor
a08fcf9d mClubTagOrderChatColor
6bbd29eb mClubText
295c2889 mCoefficient
d7141e61 mCoefficient2
5371e38f mColor
d01eb2c2 mColorId
cc3ab98c mColorName
d651c3bc mColorOff
b60f7f4a mColorOn
e1aca712 mColorblind
65872706 mColorblindTextureName
b502f962 mColorizationPostEffect
fd870d28 mCombat
a35db49d mCombatArrival
f84a6a84 mCombatDeparture
022b1787 mCombatRecapData
4c6c255f mCombatTextOverride
32f22728 mCompareOp
cc5f418e mComparisonByLevel
c4968b57 mCompletedItemMatrix
174dfc9b mComponentBuffs
af6d509c mComponents
8b83ba8a mComposition
308238bd mCondition
2329eec5 mConditionFloatPairDataList
8eaf0f33 mConditionRelationship
006fde67 mConditionalGameCalculation
ddec9acf mConditionalSpellCalculation
87a1efcc mConditionalVfxData
2aff6c4a mConditions
2587fd55 mConfirmButtonDefinition
def080bd mConsideredAsAutoAttack
0773669d mConstants
ec79d6f6 mContainedRegions
50813848 mContentId
827badde mContentTypeAllowedSettings
f4165ecb mContext
93b1c6d7 mContextListLink
f7371ba8 mContexts
d8f64a0d mContextualActionData
a801a158 mControlPoint1
ab01a611 mControlPoint2
c6a8b1d0 mCoolDownTime
5192c999 mCooldown
707b8a7f mCooldownExtendedByAmbientGoldStart
ab245046 mCooldownNotAffectedByCDR
92ec12c7 mCooldownQueueThreshold
cb861ef8 mCooldownShowDisabledDuration
48b2b819 mCoreItems
07ba1a3d mCost
bae514d4 mCostAlwaysShownInUI
00643157 mCount
87444638 mCountdownTimer
4cdbf15a mCounterClockwise
14f998ea mCritBonusArmorPenPercent
079e96f5 mCritGlobalDamageMultiplier
62c60ac9 mCritTotalArmorPenPercent
ddf28089 mCupId
1fd45758 mCurrentPercentHealth
3f3ebc75 mCurrentPercentPAR
bef40586 mCursorChangesInGrass
1565f5bd mCursorChangesInTerrain
e4928fe4 mCursorConfig
f54e5965 mCursorConfigUpdate
79fabd67 mCustomDuration
16877df3 mCustomIcons
6f2107fb mCustomMinimapBackgrounds
edbd6c35 mCustomTargeterDefinitions
405be548 mCustomTimer
ee88201d mCutoff
16b3c595 mDamageAmount
319762fe mDamageDisplayTypes
45e06993 mDamageEvent
bf1caf91 mDamageType
0b58883e mDamping
faf26cff mDampingValue
7e0dca60 mData
5402605d mDataID
b386dcf1 mDataValue
1f4d20a6 mDataValues
990ee365 mDeathChaosColor
fa19005e mDeathEnemyTeamColor
5de6f653 mDeathFriendlyTeamColor
0f001465 mDeathOrderColor
900917c0 mDeathRecapBasePriorityFactorPerLevel
97528e49 mDeathRecapDescription
a9797f03 mDeathRecapExtensionTimeWindow
a65286c8 mDeathRecapMaxDisplayTime
3eb1bcee mDeathRecapMinDisplayTime
c77ee8fa mDeathRecapMinimumTimeWindow
17982f46 mDeathRecapName
04eb0d69 mDeathRecapPriority
457cdc0d mDeathRecapTransitionIn
a7672276 mDeathRecapTransitionOut
bf714db8 mDeathTimes
060df300 mDebugDrawEmblems
0fb41153 mDebugPing
e9aa032f mDecelerationTimeKeyboard
dacae7b9 mDecelerationTimeMouse
ec12a9d5 mDefault
8a044452 mDefaultBadgeIDs
011436b4 mDefaultGameCalculation
50271332 mDefaultMaskName
86a1120a mDefaultPageLocalizationKey
4f3f0590 mDefaultPerksWhenSplashed
1064f3f9 mDefaultPriority
f792d796 mDefaultQuality
2caa347b mDefaultSetData
5d6eb9c2 mDefaultSpellCalculation
ae686ed6 mDefaultSplash
e5657a6c mDefaultStatOverrides
fe66e5ff mDefaultTextureName
b8890051 mDefaultTftCompanion
f2d519d1 mDefaultTooltipTra
b9b6eb7a mDefaultValue
2ed0ec97 mDefaultVfxData
e5de5d7b mDefeatTransitionIn
bbc29f92 mDefenseModifiers
35e84f37 mDelay
1a96c224 mDelayOff
dec90f12 mDelayOn
cc421c26 mDelayTime
f06f70bd mDeltaBuffCurrencyCost
48e295f2 mDeltaBuffCurrencyCostPercent
a7a12801 mDeltaGoldCost
b571bf6e mDeltaGoldCostPercent
b66896f1 mDeltaMaxStacks
063fa507 mDeltaRequiredLevel
f1f20d72 mDescription
765f18da mDescriptionNameTra
0a188a4f mDescriptionToAppend
1e7f30f5 mDescriptionToPrepend
07f7c001 mDescriptionToReplace
bc4f18b3 mDescriptionTra
719623aa mDescriptionTraKey
799231b9 mDescriptor
8d34a2de mDetails
70d05459 mDifficulty
708696b4 mDisableCastBar
4c07a548 mDisableChannelBar
570df080 mDisabled
95f1b682 mDisabledDescriptionOverride
3c916c06 mDisplay
5a2297d3 mDisplayAsPercent
37a83601 mDisplayFlags
5277f925 mDisplayLimit
74d44065 mDisplayName
b7161590 mDisplayNameIcon
2da3f8bf mDisplayNameLocalizationKey
bfa4ce04 mDisplayNameToAppend
863b75c4 mDisplayNameToPrepend
7c46445c mDisplayNameToReplace
c3143d66 mDisplayNameTra
d3657507 mDisplaySize
cf491eb4 mDisplayStatLocalizationKey
ffe4ee76 mDisplayType
aab0a793 mDistance
76240240 mDistanceOffset
2c3b0b36 mDistanceTarget
5adabe6b mDistanceType
924badf3 mDivision
3f7c5bb3 mDoNotNeedToFaceTarget
a4cd4aa5 mDoesNotConsumeCooldown
8a26f0ab mDoesNotConsumeMana
10fc84aa mDoesntBreakChannels
a6ca1c1e mDownscale
3a2fa1eb mDraft
4b1f0de0 mDraftArrival
5c191701 mDraftDeparture
330d73aa mDrag
b95f0ec8 mDragBlendTime
b40ed25a mDragData
157a2d52 mDragMomentumDecay
74f279b1 mDragMomentumRecencyWeight
6f73e003 mDragOvershootDuration
65dbd1c8 mDragOvershootHeight
086ac642 mDragPickupDuration
4c0075e5 mDragPickupHeight
4a19514f mDragReleaseDuration
52aaf6e0 mDragScale
031fa8db mDragSoundEvent
3e2f4733 mDraggable
12c167fa mDragonBaseNames
09650811 mDragonUi
85045366 mDriver
7aceca0f mDrivers
472c1530 mDropNumber
bae1d341 mDropRatesByLevel
330a049d mDropRatesByTier
64481cbc mDropSoundEvent
7d434dbd mDropType
85f7d4c8 mDuration
4703c898 mDurationCombat
7306718d mDurationCombatArrival
44b4dbf4 mDurationCombatDeparture
4eb5061b mDurationDraft
5e05d450 mDurationDraftArrival
57840371 mDurationDraftDeparture
8208140d mDurationInGame
5b59fb29 mDurationPlanning
3517b00e mDurationPlanningArrival
25712e43 mDurationPlanningDeparture
062bb8f5 mDurationSeconds
612085e9 mDynamic
2ea2820c mDynamicExtended
9a5a3a84 mDynamicTooltip
ee900fd3 mDynamicTooltipText
753c4459 mDynamicTooltipToAppend
5e595217 mDynamicTooltipToPrepend
5d4fb32b mDynamicTooltipToReplace
3c00985c mEarlyLevelOverrides
16542c30 mEducationToolData
e30545e9 mEffect
251a5225 mEffectAmount
90b03cc0 mEffectAmountGameMode
98be1607 mEffectAmountPerMode
fbe9fe52 mEffectByLevelAmount
93cd9fd4 mEffectColor0
94cda167 mEffectColor1
70e4e6b0 mEffectCreateFlags
c242bdef mEffectFile
8afb1a5f mEffectIndex
f6386280 mEffectKey
5a3dd1c2 mEffectName
3a59b60d mEffectParams0
ab9c3d8b mEffectsQuality
74f081a9 mElementAlphaDefault
084c8e1d mElementAlphaSelected
8709cda6 mElementAlphaUnselected
792ef523 mElementName
37ace1cc mElementSpacer
ab851fd5 mElementalSelectionAnimationData
72ff2529 mElements
5df7536e mEmblemData
b19d6a33 mEmblemId
b698fb27 mEmblems
0ecabde7 mEmoteFloatEnabled
2bbef68d mEmoteID
34462452 mEmotePopupData
7ffe8001 mEmotePopupDisplayTime
d8f8229d mEmotePopupTransitionIntro
6ebc227c mEmotePopupTransitionOutro
8f089899 mEmotes
6dde0c8d mEmpoweredArrivalFile
51a1363d mEmpoweredEffectFile
07e32fff mEnableAnnouncerVOReplacement
248550a3 mEnableChatRecommendations
81cab886 mEnableChatVO
ae955cbd mEnableExtendedTooltip
9f40a409 mEnableLookAt
329281df mEnableOuterGlow
49da00a9 mEnabled
f7dc3824 mEnchantmentEffectAmount
24b9ff65 mEnchantmentIds
1de60476 mEnchantments
1f787f13 mEncounterUi
a394305b mEncounterUiData
09b5e033 mEndAlpha
b86cde30 mEndColor
b725173e mEndFrame
8edfa835 mEndLocator
c2b9f202 mEndOfGameData
f5172483 mEndOfGameStatDescriptions
e370e74f mEndOnly
b2f24398 mEndPositionLocator
81e72ec2 mEndPositionType
f6e988fc mEndTick
1cd7e522 mEndValue
3c4a4a75 mEndingJoint
96dbc896 mEndingJointName
1add0fa5 mEnemyChatColor
267a3ffb mEnemyColor
860a92df mEnemyDeaths
98df0fb4 mEnemyEffectKey
415965e7 mEnemyEventName
cb2e7de6 mEnemyFacingDetectionRange
c4d422b4 mEnemyLaneMinionBarColor
63e10492 mEnemyParams
93956b93 mEngineToggles
b1a9ed4a mEnvironmentQuality
938f408a mEquipAnimation
8ef72a50 mEventDataList
f598463e mEventDataMap
47cec309 mEventFrameList
6dcdec88 mEventList
0350618b mEventNameHashList
8050063c mEventResourceData
57a1fc9c mEvolutionColor
92a6c39d mExcludedUnitTags
42f8ecb5 mExpandedMutator
fde22db7 mExperienceCurveData
a1117109 mExperienceGrantedForKillPerLevel
644554e0 mExperienceModData
bba38682 mExperienceRequiredPerLevel
0f10dce5 mExtension
7231ce56 mEyeCandy
8bee92ac mFaceTarget
946f6dff mFacingOption
c9b9d398 mFadeBehavior
6c79a091 mFadeColor
d8f5e671 mFadeSpeed
a3be6eb4 mFadeTimeEnd
64d924e8 mFadeTimeEndAlpha
416ed34d mFadeTimeStart
05c49b23 mFadeTimeStartAlpha
79e38439 mFading
00297212 mFallbackCharacterName
9ba9c7f3 mFallbackDirection
f48e3498 mFalseClipID
24af5ac1 mFalseConditionClipName
613a908a mFalseSequence
c364cc96 mFeature
3e06fd2b mFeatureId
bee67b04 mFeedbackChatColor
523c7f0c mFillColor
ee3c0711 mFinishBehavior
a18eb198 mFireIfAnimationEndsEarly
22a51156 mFirstBlood
8d80922b mFlags
fcd0d65e mFlashDuration
b594d102 mFlatArmorMod
55ac5d95 mFlatArmorPenetrationMod
8487c6e8 mFlatAttackRangeMod
70e98439 mFlatBubbleRadiusMod
47d55ebb mFlatCastRangeMod
16e1af06 mFlatCooldownMod
bc050325 mFlatCritChanceMod
d1d0922a mFlatCritDamageMod
b968bfd2 mFlatDodgeMod
4bae460b mFlatGoldPer10Mod
06d997bb mFlatHPPoolMod
014811c0 mFlatHPRegenMod
288a964d mFlatMagicDamageMod
ec1482d9 mFlatMagicPenetrationMod
56d33faf mFlatMagicReduction
c71a3d91 mFlatMissChanceMod
1bbe94ff mFlatMovementSpeedMod
4e7a81cd mFlatPhysicalDamageMod
7cc32b2f mFlatPhysicalReduction
b9f972a0 mFlatSpellBlockMod
46bcba8a mFlexID
d4081311 mFlexValueId
eee395d1 mFlipX
ede3943e mFlipY
f2e9292b mFloatValue
1a2c7c10 mFloatVarsDecimals
6f4b990e mFloatingTextDisplayName
6df9c595 mFloatingTextOverride
ba715832 mFloatingTextTypes
cc3d10ce mFloor
8466a4a9 mFontDescription
8764b624 mFontFilePath
2e97ceab mForceLoad
8508be93 mForceOverride
1563794b mForcePingable
7cb6e8bd mFormName
57b8b11b mFormat
e7b832f2 mFormula
50f145c0 mFormulaParts
d49f3ed1 mFowTeam
7ea94c85 mFrame
1df36b7b mFrameCap
312c8ca6 mFrequency
b9406ead mFrictionMultiplier
d614c26c mFriendlyChatColor
d5c7c886 mFriendlyColor
fe0f0ccb mFriendlyLaneMinionBarColor
89bb4c48 mFromAnimID
663eb02a mFromAnyone
b9e1c243 mFromAttacker
8763f23f mFromOwner
c4f41d79 mFullscreen
1cda45ec mFxAa
5dbd6263 mGDSObjectPathTemplates
27c03215 mGameComponentList
fbfefcf1 mGameMode
34c9a66e mGameModeConstants
b1feca56 mGameModeConstantsGroups
3fb3b482 mGameModeContentList
dc6e7daa mGameModeName
346780a6 mGameModes
0d1ffdb0 mGameMutator
12dbe4bb mGameScoreboardTransitionData
75d17289 mGameTimeInMinutes
dd463d32 mGameplayConfig
05bef2e9 mGameplayToggles
639b0013 mGearData
fcbce201 mGearIndex
c8215e27 mGearSelectionData
270fd712 mGearSelectionTransitionIntro
58edc087 mGearSelectionTransitionOutro
cb522723 mGearSkinUpgrades
bece4142 mGemId
0a9bf12d mGiveMaxLevel
543250da mGlobalCooldown
0157e9e8 mGoTransparent
55f33cce mGold
a79d4f72 mGoldAmount
f5b6d107 mGoldChatColor
c36f01bd mGoldRewardAmount
d8341879 mGradientDirection
bac3a0fa mGrassTintTexture
dcabad81 mGrassTintTextureName
1a7cd306 mGravity
345bc216 mGroupId
2012eb40 mGroupName
dc844b78 mGroups
0653b97c mHasSmallImage
b03e913a mHashedAnimationName
9d3b489d mHashedSituationTrigger
620fd625 mHaveHitBone
b617479a mHaveHitEffect
2c1d6d5d mHeader
75c41087 mHeaderLocalizationKey
22d53fd7 mHealthBar
1df2899d mHealthBarBreakpoints
29d0f15f mHealthBarData
0f3ec0da mHealthMaxPenaltyBar
bd341e22 mHealthPerMegaTick
8a3a2f7a mHealthPerMicroTick
0f26abac mHealthPerTick
039da3ed mHealthText
f7f6b610 mHeightOffset
6e6057fe mHiddenFromOpponents
665fb01d mHideCDOnPostSpellCast
62e224f3 mHideRangeIndicatorWhenCasting
aa6dabb3 mHideSubmeshHash
bb41a45b mHideSubmeshList
6d230e2b mHidefromAll
c6e4e7a5 mHidefromSpectator
0a33f18f mHighlightColor
0f66c380 mHighlightLeftTextureUvs
0b923603 mHighlightMidTextureUvs
da57d74b mHighlightOffset
a556c37b mHighlightRightTextureUvs
9f59e05d mHighlightedIndicatorColor
7675f624 mHitBoneName
7b9bef1b mHitEffectKey
c081dea7 mHitEffectName
239f6855 mHitEffectOrientType
3d9a9f68 mHitEffectPlayerKey
dfb7cd9a mHitEffectPlayerName
ee826aec mHitResult
8f8488e1 mHitTestPolygon
698c1a07 mHoldAnimationToHigher
36c34479 mHoldAnimationToLower
cbe24486 mHoldToDrag
e5e634a6 mHoldToHover
cbda6944 mHomeguardSkinUpgrades
04a78b88 mHorizontal
b20a8093 mHotSpot
bbe19802 mHotkey
3522f9e3 mHotkeys
392bdb3c mHoverDescription
180f1a00 mHoverNotUseableCursor
f4a2e4f3 mHovertipList
d95eb979 mHudScoreData
e723d68b mHudSpellSlotResetFeedbackData
84fd9809 mIcon
709556d9 mIconData
bacc2055 mIconDataMap
48144f19 mIconDataPriorityList
dcacc44e mIconDrawSize
10537b0c mIconFileName
008dde20 mIconKey
fecf09e2 mIconName
b0ec0f43 mIconNames
ba86fc76 mIconOffset
8bee2972 mIconPath
bcac92d4 mIconSettings
6819c638 mIconSize
57be823b mIconTextureName
793ad18f mIconTexturePath
d537080e mIcons
c38f3be5 mId
e52c4c65 mIdentityInstance
cbe7c0b2 mIgnoreAnimContinueUntilCastFrame
77740831 mIgnoreMaxGroupOwnable
3a7386e9 mIgnoreRangeCheck
fbc4a899 mIgnoreSpecificMaxGroupOwnable
f3ec91a5 mImage
9d87bffb mImageAsset
bebbcc16 mImagePath
ccde7443 mImageTexturePath
eed67cd5 mImgIconName
5d7d4fb0 mInStore
cf1d3b45 mInactiveDate
8ca5eda5 mIncrement
69e60474 mIndex
32728cce mIndividualScoreElementTypes
79f8c465 mInferDirectionFromFacingIfNeeded
57c662cb mInitialMana
82f1d787 mInitialSpeed
7eb127d5 mInitialTargetHeightOffset
e8053085 mInputBoxData
3fc5800d mInputChatColor
d0f83d74 mInputLocKeysWithDefaults
afe7ef44 mInputType
123ee2c6 mInteractionSizes
22dbbefe mInteractionTimes
e92e58d2 mInternalName
a6ed69ef mIntervalInPix
78fe6457 mInventoryFilters
d786d57e mInventorySlotMax
c99a472c mInventorySlotMin
31061454 mInventoryType
c5938975 mInvertResult
ae26f217 mIsAdvancedStyle
805ea36e mIsAlly
08e61e52 mIsColorBindedWithDistance
ccaef342 mIsDefaultPosition
22921e6e mIsDelayedByCastLocked
41f9b163 mIsDetachable
6737b34f mIsDisabledWhileDead
a465e2b9 mIsEnchantment
0ad15951 mIsFill
e2c38f96 mIsFloating
72a03ff8 mIsKillEvent
d91e32ee mIsLoop
4e8e0def mIsPlayerFacing
e62bf50d mIsPopular
488bfb2c mIsSelfOnly
a547a9ab mIsToggleCheat
f28d66f4 mIsUIAlwaysShown
9596a387 mIsUnique
a19787d5 mIsUsed
4c614d07 mItem
d3010493 mItemAdvice
5b0a81be mItemAdviceAttributes
57558bca mItemAttributes
0ac4f0d5 mItemCalculations
64562a9c mItemCalloutBodyColor
8dadecf5 mItemCalloutItemColor
e114db54 mItemCalloutPlayer
51c4b876 mItemCalloutSpectator
926105cf mItemCanBePurchased
a9a349e9 mItemDamageIconTextureName
57c6c7d0 mItemDataAvailability
08e2e7c5 mItemDataBuild
d92888a0 mItemDataClient
ceaabb75 mItemDataModifiable
cd135fab mItemGrId
5c84dd53 mItemGroupID
72d02fc7 mItemGroups
6acf73f0 mItemHotKeyDisabledColor
f5e247a9 mItemHotKeyEnabledColor
c5ab66ca mItemID
e5d2b53b mItemIDs
d4264ecf mItemIdRangeMaximum
f0945129 mItemIdRangeMinimum
aa92750f mItemList
fdc67b5a mItemMatrix
c77333d3 mItemModifierID
b6188f47 mItemModifiers
efe3382d mItemPages
48bbd030 mItemPath
2b0ceaac mItemPriceMinimum
5e2dd814 mItemPurchaseModifierID
0d573436 mItemPurchaseModifiers
1363db14 mItemPurchased
bde53428 mItemRecommendationContexts
d29cb5e0 mItemScript
9cb8746b mItemSellQueueTime
9626eae3 mItemShopData
746ef2cd mItemTexturePath
0c621bc7 mItemVOGroupHash
b12ced9c mItems
5a07043c mJointList
f30af80f mJointName
ac70ab62 mJointNameToOverride
f6e6d893 mJointNameToSnapTo
dc841418 mJointToOverrideIdx
350f93a3 mJointToSnapToIdx
3f9e9f81 mJunglePlantColor
8a535919 mKeepMaxScale
4fa72ba7 mKey
9c3a66ad mKeyFrames
3036b1a4 mKeyName
9f22b137 mKeywordWhenAcquired
970f6a93 mKillAdvantageCompareOp
ded5a600 mKillEvent
762a4468 mKillExistingMinions
f22d9503 mKillWards
ee84dd0a mKillerBlurPassCount
4b840ff9 mKillerColorFactor
eef9cf66 mKillerSize
e1dcc838 mLCUAssetFileMap
c5e20b46 mLabel
8ab5077b mLanes
82a5ecad mLayer
191799c5 mLeagueClientDescLocalizationKey
5f1c4838 mLeftButtonDefinition
86d9f9d5 mLeftClickSpellAction
2568dc28 mLegacySummonerSpells
1fa6a484 mLength
6bdbac58 mLerpTime
46e21483 mLethalityPercentGivenAtLevel0
3ff9553a mLethalityRatioFromAttacker
e61c36cc mLethalityRatioFromTarget
4d294399 mLethalityScalesCapsAtLevel
909be896 mLethalityScalesToLevel
a77654ae mLevel
ad62f672 mLevel1Value
41cec662 mLevelDifferenceExperienceMultiplier
02c607aa mLevelScripts
1831992d mLevelText
47519f02 mLevelUpColor
2d7a4834 mLevelUpTransitionData
e73465cb mLifetime
3443e123 mLifetimeMax
cd56ff90 mLineDragLength
b87b7225 mLineEndTextureHeight
c87d6eed mLineEndTextureName
fa90078a mLineEndTextureWidth
e2bc5056 mLineMissileEndsAtTargetPoint
fb62e683 mLineMissileTargetHeightAugment
36993654 mLineMissileTrackUnits
8dbc0465 mLineMissileTrackUnitsAndContinues
3201a496 mLineTextureName
65da75ef mLineTextureWidth
1a24e25e mLineWidth
80421706 mLinearVelocity
1af7caac mLinkedTraits
ae6437ed mListGridPostfix
406abd0c mListGridPrefix
69d8c4f7 mListGridSeparator
1ba20390 mListNames
3b1802e2 mListStyles
5ed28d40 mListTypeChoices
00cd8f78 mListValueSeparator
91ed07c9 mLists
20171480 mLoLToggles
dbe2e42d mLoadFromContentIds
d0bbdce0 mLoadScreen
64b22831 mLoadScreenTipConfiguration
564eb981 mLoadingScreenAnchor
9d6a47f4 mLoadingScreenBackground
0cfd78f8 mLoadingScreenData
b0266352 mLoadingScreenScale
8287f8ab mLoadingSpinnerFrames
17140dfc mLoadingSpinnerRows
6251ca54 mLoadingSpinnerSpeed
102bc210 mLoadoutCategory
5d50f6bd mLoadoutProperties
0381f7e2 mLocKeys
8712ac79 mLocalPlayerHealthComparison
fa870fed mLocalSpaceSourceOffset
ce1e03e5 mLocalSpaceTargetOffset
2f86a0c0 mLocalizationKey
0c7d1fe6 mLockCurrentValues
e79da182 mLockMeshToAttachment
77fcabbb mLockedCameraEasingDistance
ef392699 mLockedSpellOriginationCastID
24274dcd mLockedToolTipTRAKey
a04b3023 mLogCombatEvents
71e13ff8 mLogoPath
ff81b9ad mLollipopAreaRadiusBegin
5239d3fd mLollipopAreaRadiusEnd
a1ed05f5 mLongDescLocalizationKey
948bb970 mLookAtPolicy
6cbcc2ea mLooping
625e50ec mLossOfControlIndicator
b30e3de6 mLossStreaks
c65cbd16 mLowHealthFlashDuration
7bcc34de mLowHealthFlashOpacityStrength
e9dab575 mLowHealthFlashThresholdPercentage
99042065 mMagicShieldColor
f83e2b67 mMagicShred
7d8fa230 mMajorActiveItem
b6cfa142 mMajorActiveItemToEnable
c0d42723 mMajorChangePatchVersion
ed6ca0ed mManaIconKey
e98218bf mManaScalingTagKey
960efd81 mMapContainerLink
b4f470f3 mMapID
5ccd1980 mMapIDs
56d65eed mMapLocators
e1281da0 mMapObjectsCFG
1b0063a4 mMapObjectsMOB
6ee4fd8d mMapStringIdInclusions
a068a934 mMarkedIndicatorColor
a81a9ac7 mMarkerEvents
0f15307e mMarkerNames
21465638 mMaskData
79b21d80 mMaskDataList
de04746e mMaskDataMap
0359739b mMaskDataName
af12c6b8 mMass
2a1560ed mMasteryLevel
85ece221 mMaterial
7ef6cdc8 mMaxAddedPerFrame
58cae4d0 mMaxAmmo
88726067 mMaxAmplitude
93b7fa73 mMaxBoneAngle
9446931d mMaxFloatingTextItems
b3ef371f mMaxGroupOwnable
83e32922 mMaxHealthMicroTicks
40597a5e mMaxHealthTicks
2e545aa8 mMaxHighlightTargets
307b0406 mMaxOccurences
7b72e9c8 mMaxPercentageForMostReadHealth
fd39cb94 mMaxScale
e3c3f079 mMaxSlope
ef7f4569 mMaxSpeed
647c1dc9 mMaxUnits
833f062d mMaxVal
5f902917 mMaxValue
05bf80ef mMaxVelocityContribution
b4815c89 mMaxXBottom
3ff96f6d mMaxXTop
507f1350 mMaximumDeltasToStack
71c4a90d mMaximumDistance
a855434b mMaximumDynamicScale
ed25564b mMaximumModifierInstancesToBeActive
f0b9f188 mMaximumReductionPercent
b76209f0 mMaximumStreakLength
06820f84 mMaximumSummonerLevel
e1073fd6 mMaximumTerrainWallsToSkip
8e4072cd mMegaTickAlpha
242a0c76 mMegaTickTextureUvs
022c0b63 mMegaTickThickness
0d89732d mMesh
8c41a32e mMeshName
90595a15 mMeshSkeletonName
