382d671b ADRatio
6ecbc1e9 Characters/Viktor/Spells/ViktorChaosStormTimer
465591dd Characters/Viktor/Spells/ViktorCritAttack
a39c7b6f Characters/Viktor/Spells/ViktorDeathRay
5bc09611 Characters/Viktor/Spells/ViktorDeathRayMissile
932c5919 Characters/Viktor/Spells/ViktorDeathRayMissile2
fbb3c597 Characters/Viktor/Spells/ViktorEAug
bb9afde9 Characters/Viktor/Spells/ViktorEAugMissile
0f2346b9 Characters/Viktor/Spells/ViktorEAugParticle
48dba6b1 Characters/Viktor/Spells/ViktorGravitonField
29d30176 Characters/Viktor/Spells/ViktorGravitonSlow
eea4f7f3 Characters/Viktor/Spells/ViktorGravitonStun
b87c0425 Characters/Viktor/Spells/ViktorPowerTransfer
8648c41f Characters/Viktor/Spells/ViktorPowerTransferReturn
88a0efeb Characters/Viktor/Spells/ViktorQAug
6482c63d Characters/Viktor/Spells/ViktorQBuff
2aab7b4a Characters/Viktor/Spells/ViktorQEAug
25ffd200 Characters/Viktor/Spells/ViktorQWAug
3e11e44b Characters/Viktor/Spells/ViktorQWEAug
4d690de8 Characters/Viktor/Spells/ViktorShield
5afe4524 Characters/Viktor/Spells/ViktorStaffIdleVFXBuff
8791598d Characters/Viktor/Spells/ViktorWAug
9a3cb5c8 Characters/Viktor/Spells/ViktorWEAug
a5f5149c Characters/Vladimir
ed395f59 Characters/Vladimir/Spells/VladimirBasicAttack
dc513571 Characters/Vladimir/Spells/VladimirBasicAttack2
db5133de Characters/Vladimir/Spells/VladimirBasicAttack3
de513897 Characters/Vladimir/Spells/VladimirBasicAttack4
989d4b33 Characters/Vladimir/Spells/VladimirBloodBallVFXBuff
94cbd6fb Characters/Vladimir/Spells/VladimirBloodGorged
9d1435d9 Characters/Vladimir/Spells/VladimirCritAttack
19b9436c Characters/Vladimir/Spells/VladimirE
fab384d4 Characters/Vladimir/Spells/VladimirEMissile
1aa827d9 Characters/Vladimir/Spells/VladimirESlow
44ad7333 Characters/Vladimir/Spells/VladimirE_Temp2
b2786b18 Characters/Vladimir/Spells/VladimirHemoplague
cda738ae Characters/Vladimir/Spells/VladimirHemoplagueDebuff
2e1c8de0 Characters/Vladimir/Spells/VladimirHemoplagueMissile
25b95650 Characters/Vladimir/Spells/VladimirQ
b3bf0190 Characters/Vladimir/Spells/VladimirQBuild
d74b1136 Characters/Vladimir/Spells/VladimirQFrenzy
29dba4f1 Characters/Vladimir/Spells/VladimirRHealMissile
4138d3c7 Characters/Vladimir/Spells/VladimirSanguinePool
4c3b1aee Characters/Vladimir/Spells/VladimirSanguinePoolSlow
584f92dd Characters/Vladimir/Spells/VladimirTidesofBlood
e17e6ee0 Characters/Vladimir/Spells/VladimirTidesofBloodCost
a2ccd833 Characters/Vladimir/Spells/VladimirTidesofBloodHeal
a39cd0f8 Characters/Vladimir/Spells/VladimirTidesofBloodNuke
af32e773 Characters/Vladimir/Spells/VladimirTransfusionHeal
216c2b51 Characters/VoidSpawn/Spells/VoidSpawnBasicAttack
00484cd9 Characters/VoidSpawn/Spells/VoidSpawnBasicAttack2
03f5f725 Characters/VoidSpawn/Spells/VoidSpawnTowerBreak
4427b158 Characters/Volibear
27f0009d Characters/Volibear/Spells/VolibearBasicAttack
8dd1137d Characters/Volibear/Spells/VolibearBasicAttack2
8cd111ea Characters/Volibear/Spells/VolibearBasicAttack3
e562c25d Characters/Volibear/Spells/VolibearCritAttack
83b98b98 Characters/Volibear/Spells/VolibearE
52961a09 Characters/Volibear/Spells/VolibearHatred
49f8a688 Characters/Volibear/Spells/VolibearHatredZilean
01293b53 Characters/Volibear/Spells/VolibearPassiveBuff
930660a1 Characters/Volibear/Spells/VolibearPassiveCD
904d7768 Characters/Volibear/Spells/VolibearPassiveHeal
97b9ab14 Characters/Volibear/Spells/VolibearQ
4f0d4260 Characters/Volibear/Spells/VolibearQAttack
3539d572 Characters/Volibear/Spells/VolibearQExtra
ef02ba9f Characters/Volibear/Spells/VolibearQSpeed
9ab9afcd Characters/Volibear/Spells/VolibearR
d17d7064 Characters/Volibear/Spells/VolibearRApplicator
4331741e Characters/Volibear/Spells/VolibearRChain
9944e1b7 Characters/Volibear/Spells/VolibearRChargetracker
c796e6cc Characters/Volibear/Spells/VolibearRLimit
95b9a7ee Characters/Volibear/Spells/VolibearW
0a84b060 Characters/Volibear/Spells/VolibearWDebuff
6e532768 Characters/Volibear/Spells/VolibearWDebuffChaos
9f6fa615 Characters/Volibear/Spells/VolibearWStats
c3d4dd82 Characters/Warwick
5b479d0a Characters/Warwick/Spells/BloodScent
9cee6610 Characters/Warwick/Spells/HungeringStrike
366d1f78 Characters/Warwick/Spells/HuntersCall
32ba4775 Characters/Warwick/Spells/InfiniteDuress
d4f12db4 Characters/Warwick/Spells/InfiniteDuressChannel
1655efa3 Characters/Warwick/Spells/WarwickBasicAttack
ba482143 Characters/Warwick/Spells/WarwickBasicAttack2
b9481fb0 Characters/Warwick/Spells/WarwickBasicAttack3
c0482ab5 Characters/Warwick/Spells/WarwickBasicAttack4
e4b616b7 Characters/Warwick/Spells/WarwickBasicAttackPassive1
e5b6184a Characters/Warwick/Spells/WarwickBasicAttackPassive2
e6b619dd Characters/Warwick/Spells/WarwickBasicAttackPassive3
dfb60ed8 Characters/Warwick/Spells/WarwickBasicAttackPassive4
5b7731cb Characters/Warwick/Spells/WarwickCritAttack
cf583cea Characters/Warwick/Spells/WarwickE
dc585161 Characters/Warwick/Spells/WarwickP
429d4635 Characters/Warwick/Spells/WarwickPSpellInfo
db584fce Characters/Warwick/Spells/WarwickQ
d121ffa7 Characters/Warwick/Spells/WarwickRAbility
0b4ca9f2 Characters/Warwick/Spells/WarwickRChannel
6045d16a Characters/Warwick/Spells/WarwickRSound
d2d55888 Characters/Warwick/Spells/WarwickRSpellPassive
dd5852f4 Characters/Warwick/Spells/WarwickW
37f16d16 Characters/Warwick/Spells/WarwickWActive
401d7507 Characters/Warwick/Spells/WarwickWActiveHit
59d370e6 Characters/Warwick/Spells/WarwickWActiveMiss
15fa6928 Characters/Warwick/Spells/WarwickWEnemy
f609e5cc Characters/Warwick/Spells/WarwickWP
8458312d Characters/Xayah
894f76dd Characters/Xayah/Spells/XayahBasicAttack
90dec89d Characters/Xayah/Spells/XayahCritAttack
dacbfed8 Characters/Xayah/Spells/XayahE
2ed5d2a0 Characters/Xayah/Spells/XayahEMissile
2afe203f Characters/Xayah/Spells/XayahEMissileSFX
161cd3e6 Characters/Xayah/Spells/XayahPassive
f1ff9eb0 Characters/Xayah/Spells/XayahPassiveActive
9caa8b12 Characters/Xayah/Spells/XayahPassiveAttack
eecc1e54 Characters/Xayah/Spells/XayahQ
4f311167 Characters/Xayah/Spells/XayahQMissile1
503112fa Characters/Xayah/Spells/XayahQMissile2
72f80f89 Characters/Xayah/Spells/XayahRAbility
45b6a8fb Characters/Xayah/Spells/XayahRMissile
eccc1b2e Characters/Xayah/Spells/XayahW
eefcda91 Characters/Xayah/Spells/XayahWHaste
8cc87e31 Characters/Xayah/Spells/XayahWMissile1
89c87978 Characters/Xayah/Spells/XayahWMissile2
e2605d4d Characters/Xayah/Spells/XayahWRakanMissile
29e18214 Characters/Xerath
9ea5eaa5 Characters/Xerath/Spells/XerathArcaneBarrage2
72cddbd8 Characters/Xerath/Spells/XerathArcanopulse2
29da1e77 Characters/Xerath/Spells/XerathArcanopulseChargeUp
a7e868e0 Characters/Xerath/Spells/XerathAscended2
2edc0aae Characters/Xerath/Spells/XerathAscended2OnHit
6e039511 Characters/Xerath/Spells/XerathBasicAttack
52a3c619 Characters/Xerath/Spells/XerathBasicAttack2
a7444e41 Characters/Xerath/Spells/XerathCritAttack
6b894dbd Characters/Xerath/Spells/XerathLocusOfPower2Ability
aa7d7bc9 Characters/Xerath/Spells/XerathLocusOfPower2Toggle
b73197d5 Characters/Xerath/Spells/XerathMageChains
96bba6e4 Characters/Xerath/Spells/XerathMageSpear
1a037cdc Characters/Xerath/Spells/XerathMageSpearMissile
53474c4a Characters/Xerath/Spells/XerathQSoundBuff
e90fc7e4 Characters/Xerath/Spells/XerathQVFX
ecf13a7c Characters/Xerath/Spells/XerathRMSBuff
a7768e16 Characters/Xerath/Spells/XerathRShots
11da58cb Characters/Xerath/Spells/XerathWSlow
01ea9733 Characters/XinZhao
a5383903 Characters/XinZhao/Spells/XenZhaoThrust
48820823 Characters/XinZhao/Spells/XenZhaoThrust2
47820690 Characters/XinZhao/Spells/XenZhaoThrust3
12c179d1 Characters/XinZhao/Spells/XinZhaoBasicAttack
6992e059 Characters/XinZhao/Spells/XinZhaoBasicAttack2
731a5901 Characters/XinZhao/Spells/XinZhaoCritAttack
84336de4 Characters/XinZhao/Spells/XinZhaoE
fe5587f2 Characters/XinZhao/Spells/XinZhaoEBattleCry
17a7455b Characters/XinZhao/Spells/XinZhaoIntimidate
9133825b Characters/XinZhao/Spells/XinZhaoP
f709b1ed Characters/XinZhao/Spells/XinZhaoPTracker
7f013442 Characters/XinZhao/Spells/XinZhaoPassiveCritAttack
903380c8 Characters/XinZhao/Spells/XinZhaoQ
2f9fa659 Characters/XinZhao/Spells/XinZhaoQKnockup
08535a69 Characters/XinZhao/Spells/XinZhaoQThrust1
055355b0 Characters/XinZhao/Spells/XinZhaoQThrust2
06535743 Characters/XinZhao/Spells/XinZhaoQThrust3
93338581 Characters/XinZhao/Spells/XinZhaoR
e6e8f4ec Characters/XinZhao/Spells/XinZhaoRRangedImmunity
96338a3a Characters/XinZhao/Spells/XinZhaoW
ee5c18c6 Characters/XinZhao/Spells/XinZhaoWMissile
08aeb2c1 Characters/Yasuo
abae8180 Characters/Yasuo/Spells/DoomBotsCurseYasuo
21a539a5 Characters/Yasuo/Spells/DoomBotsCurseYasuoMisL
33a555fb Characters/Yasuo/Spells/DoomBotsCurseYasuoMisR
dc1c3b5b Characters/Yasuo/Spells/DoomBotsCurseYasuoMisVis
9e900acb Characters/Yasuo/Spells/ExplainDoomBotsCurseYasuo
25fefafa Characters/Yasuo/Spells/NightmareBotYasuoBuff
ddbd7ddb Characters/Yasuo/Spells/NightmareBotYasuoDash
45b8b65a Characters/Yasuo/Spells/NightmareBotYasuoDashWrapper
ea3b645f Characters/Yasuo/Spells/NightmareBotYasuoR
89f2e406 Characters/Yasuo/Spells/NightmareBotYasuoRWrapper
66a76ffb Characters/Yasuo/Spells/NightmareBotYasuoTornadoMis
d2e422ee Characters/Yasuo/Spells/NightmareBotYasuoTornadoNova
27d7bbf7 Characters/Yasuo/Spells/OdysseyAugments_YasuoE
0f23d7db Characters/Yasuo/Spells/OdysseyAugments_YasuoEDash
1724a21b Characters/Yasuo/Spells/OdysseyAugments_YasuoETeleportMis
5011fda6 Characters/Yasuo/Spells/OdysseyAugments_YasuoE_Ally
6526621f Characters/Yasuo/Spells/OdysseyAugments_YasuoE_Ally_Blink
81200e06 Characters/Yasuo/Spells/OdysseyAugments_YasuoE_Blink
95692f7d Characters/Yasuo/Spells/OdysseyAugments_YasuoPassive
dff80a0b Characters/Yasuo/Spells/OdysseyAugments_YasuoPassiveCounter
3f847fd8 Characters/Yasuo/Spells/OdysseyAugments_YasuoPassiveShield
86baba5e Characters/Yasuo/Spells/OdysseyAugments_YasuoQ1
9ec97a89 Characters/Yasuo/Spells/OdysseyAugments_YasuoQ1Wrapper
85bab8cb Characters/Yasuo/Spells/OdysseyAugments_YasuoQ2
8520074a Characters/Yasuo/Spells/OdysseyAugments_YasuoQ2Wrapper
84bab738 Characters/Yasuo/Spells/OdysseyAugments_YasuoQ3
75dc3cf3 Characters/Yasuo/Spells/OdysseyAugments_YasuoQ3Mis
93d07381 Characters/Yasuo/Spells/OdysseyAugments_YasuoQ3Mis_Growing
ec98483b Characters/Yasuo/Spells/OdysseyAugments_YasuoQ3Mis_Wandering
fea97189 Characters/Yasuo/Spells/OdysseyAugments_YasuoQ3Mis_Wandering_Growing
ebfa03c3 Characters/Yasuo/Spells/OdysseyAugments_YasuoQ3Wrapper
fe8672b1 Characters/Yasuo/Spells/OdysseyAugments_YasuoQE1
fb866df8 Characters/Yasuo/Spells/OdysseyAugments_YasuoQE2
fc866f8b Characters/Yasuo/Spells/OdysseyAugments_YasuoQE3
34d7d06e Characters/Yasuo/Spells/OdysseyAugments_YasuoR
39d7d84d Characters/Yasuo/Spells/OdysseyAugments_YasuoW
f7e7bc10 Characters/Yasuo/Spells/OdysseyAugments_YasuoWChildMis
9af45c49 Characters/Yasuo/Spells/OdysseyAugments_YasuoWChildMis_Burst
64c4f805 Characters/Yasuo/Spells/OdysseyAugments_YasuoW_VisualMis
44cb5e0c Characters/Yasuo/Spells/OdysseyAugments_YasuoW_VisualMis_Burst
1a9c4ba5 Characters/Yasuo/Spells/YasuoBasicAttack
7b0afeb5 Characters/Yasuo/Spells/YasuoBasicAttack2
7a0afd22 Characters/Yasuo/Spells/YasuoBasicAttack3
750af543 Characters/Yasuo/Spells/YasuoBasicAttack4
740af3b0 Characters/Yasuo/Spells/YasuoBasicAttack5
770af869 Characters/Yasuo/Spells/YasuoBasicAttack6
9567a475 Characters/Yasuo/Spells/YasuoCritAttack
79279bc5 Characters/Yasuo/Spells/YasuoCritAttack2
78279a32 Characters/Yasuo/Spells/YasuoCritAttack3
73279253 Characters/Yasuo/Spells/YasuoCritAttack4
722790c0 Characters/Yasuo/Spells/YasuoCritAttack5
232ff5bb Characters/Yasuo/Spells/YasuoCritMod
e9caa475 Characters/Yasuo/Spells/YasuoDash
4e0f8761 Characters/Yasuo/Spells/YasuoDashGhosted
5714870d Characters/Yasuo/Spells/YasuoDashScalar
2dc604b4 Characters/Yasuo/Spells/YasuoDashWrapper
d99265fc Characters/Yasuo/Spells/YasuoDashWrapperChaos
527f1067 Characters/Yasuo/Spells/YasuoDummySpell
255d8360 Characters/Yasuo/Spells/YasuoE
2ab5bc0c Characters/Yasuo/Spells/YasuoEDash
deb21e9b Characters/Yasuo/Spells/YasuoEQCombo
b6c54d7d Characters/Yasuo/Spells/YasuoEQComboAnimLock
4073f9eb Characters/Yasuo/Spells/YasuoEQComboSoundHit
1dd869b2 Characters/Yasuo/Spells/YasuoIsInCombat
735c1f11 Characters/Yasuo/Spells/YasuoNotInCombat
a21f74de Characters/Yasuo/Spells/YasuoPassive
8faf0b0e Characters/Yasuo/Spells/YasuoPassiveCounter
a3ef494e Characters/Yasuo/Spells/YasuoPassiveMSCharge
2a5226fe Characters/Yasuo/Spells/YasuoPassiveMSShieldOn
f1db93ee Characters/Yasuo/Spells/YasuoPassiveMovementShield
c55ca593 Characters/Yasuo/Spells/YasuoPassiveShield
395da2dc Characters/Yasuo/Spells/YasuoQ
3b677b17 Characters/Yasuo/Spells/YasuoQ1
8d9d15ae Characters/Yasuo/Spells/YasuoQ1Wrapper
3c677caa Characters/Yasuo/Spells/YasuoQ2
f3e98fe7 Characters/Yasuo/Spells/YasuoQ2W
6aede42d Characters/Yasuo/Spells/YasuoQ2Wrapper
3d677e3d Characters/Yasuo/Spells/YasuoQ3
18ac0778 Characters/Yasuo/Spells/YasuoQ3Mis
8b5484c2 Characters/Yasuo/Spells/YasuoQ3MisMinion
e5cf1c9d Characters/Yasuo/Spells/YasuoQ3MisW
f3ebce7e Characters/Yasuo/Spells/YasuoQ3W
382706ed Characters/Yasuo/Spells/YasuoQ3WAutoSmartCast
07dc7e2c Characters/Yasuo/Spells/YasuoQ3Wrapper
4fc8be3d Characters/Yasuo/Spells/YasuoQDamage
b1659abe Characters/Yasuo/Spells/YasuoQE1
b065992b Characters/Yasuo/Spells/YasuoQE2
af659798 Characters/Yasuo/Spells/YasuoQE3
7db1c1d3 Characters/Yasuo/Spells/YasuoQProtect
6b0f1a23 Characters/Yasuo/Spells/YasuoQSound
f9671331 Characters/Yasuo/Spells/YasuoQW
52659ac1 Characters/Yasuo/Spells/YasuoRAbility
119a000f Characters/Yasuo/Spells/YasuoRArmorPen
d1fe43cc Characters/Yasuo/Spells/YasuoRAvailableTest
c6d69db7 Characters/Yasuo/Spells/YasuoRDummySpell
931f0618 Characters/Yasuo/Spells/YasuoRIsAvailable
f37a41f4 Characters/Yasuo/Spells/YasuoRKnockUpCombo
1e8e2853 Characters/Yasuo/Spells/YasuoRKnockUpComboTar
fbab7928 Characters/Yasuo/Spells/YasuoRKnockUpComboVFX
cc752139 Characters/Yasuo/Spells/YasuoRKnockUpComboW
eab37a34 Characters/Yasuo/Spells/YasuoRLeashParticle
935af75c Characters/Yasuo/Spells/YasuoRSound0
945af8ef Characters/Yasuo/Spells/YasuoRSound1
955afa82 Characters/Yasuo/Spells/YasuoRSound2
965afc15 Characters/Yasuo/Spells/YasuoRSound3
8f5af110 Characters/Yasuo/Spells/YasuoRSound4
28f33e8a Characters/Yasuo/Spells/YasuoRSpellPassive
32977591 Characters/Yasuo/Spells/YasuoRStun
fe6487ac Characters/Yasuo/Spells/YasuoRVFXClone
f43d4f3f Characters/Yasuo/Spells/YasuoR_TeleportVFX_Mis
375d9fb6 Characters/Yasuo/Spells/YasuoW
693692df Characters/Yasuo/Spells/YasuoWChildMis
c78e70f0 Characters/Yasuo/Spells/YasuoWMovingWall
edd58aec Characters/Yasuo/Spells/YasuoWMovingWallEnemy
fbe7503b Characters/Yasuo/Spells/YasuoWMovingWallMis
e42378f5 Characters/Yasuo/Spells/YasuoWMovingWallMisL
a99843fc Characters/Yasuo/Spells/YasuoWMovingWallMisOld
d62362eb Characters/Yasuo/Spells/YasuoWMovingWallMisR
ae7851ab Characters/Yasuo/Spells/YasuoWMovingWallMisVis
53a2ed6c Characters/Yasuo/Spells/YasuoWMovingWallTrigger
f633e019 Characters/Yasuo/Spells/YasuoWTrueCast
8b5b82d2 Characters/Yasuo/Spells/YasuoW_VisualMis
6cf6fdce Characters/Yasuo/Spells/YasuoWindWallBuff
37adf206 Characters/Yasuo/Spells/YasuoWindWallTimerMis1
175d1a61 Characters/Yorick
cd8e3060 Characters/Yorick/CAC/Yorick_Skin03
2beae646 Characters/Yorick/Spells/NightmareBotYorickBuff
6a5c005a Characters/Yorick/Spells/NightmareBotYorickE
4dfe5cd5 Characters/Yorick/Spells/YorickBasicAttack
ae6c3fa5 Characters/Yorick/Spells/YorickBasicAttack2
b2e8a4a5 Characters/Yorick/Spells/YorickCritAttack
17dadef0 Characters/Yorick/Spells/YorickE
33e31ad6 Characters/Yorick/Spells/YorickEFrenzy
625fb231 Characters/Yorick/Spells/YorickEMark
7a3d6628 Characters/Yorick/Spells/YorickEMissile
20b2ff6e Characters/Yorick/Spells/YorickPassive
2154fea0 Characters/Yorick/Spells/YorickPassiveDeathCounter
daf1404b Characters/Yorick/Spells/YorickPassiveDeathReady
0bdacc0c Characters/Yorick/Spells/YorickQ
e76f859a Characters/Yorick/Spells/YorickQ2
257c0288 Characters/Yorick/Spells/YorickQAttack
c56a28b5 Characters/Yorick/Spells/YorickQBuff
11bafe91 Characters/Yorick/Spells/YorickRAbility
3be9e3d2 Characters/Yorick/Spells/YorickRBigGhoul
c3a947a0 Characters/Yorick/Spells/YorickRMark
b121d1ba Characters/Yorick/Spells/YorickRSpellPassive
09dac8e6 Characters/Yorick/Spells/YorickW
cc5f125d Characters/YorickBigGhoul/Spells/YorickBigGhoulBasicAttack
0c0ec66d Characters/YorickGhoulMelee/Spells/YorickGhoulMeleeBasicAttack
5a42478d Characters/YorickGhoulMelee/Spells/YorickGhoulMeleeBasicAttack2
594245fa Characters/YorickGhoulMelee/Spells/YorickGhoulMeleeBasicAttack3
752a101d Characters/YorickWGhoul/Spells/YorickWGhoulBasicAttack
ba0479c1 Characters/Yuumi
baf2121d Characters/Yuumi/Spells/YuumiBasicAttack
9e495add Characters/Yuumi/Spells/YuumiCritAttack
e14ab118 Characters/Yuumi/Spells/YuumiE
f64ad227 Characters/Yuumi/Spells/YuumiP
da7ad78f Characters/Yuumi/Spells/YuumiPAttack
4f19b1b1 Characters/Yuumi/Spells/YuumiPAttackMissile
077c53d0 Characters/Yuumi/Spells/YuumiPHealMis
f54ad094 Characters/Yuumi/Spells/YuumiQ
8fab51ab Characters/Yuumi/Spells/YuumiQCast
4df1f869 Characters/Yuumi/Spells/YuumiQRelease
b9d57139 Characters/Yuumi/Spells/YuumiQSkillShot
6173053b Characters/Yuumi/Spells/YuumiRMissile
f34acd6e Characters/Yuumi/Spells/YuumiW
f0e568ec Characters/Yuumi/Spells/YuumiWAlly
99729257 Characters/Yuumi/Spells/YuumiWAttach
e5fe53eb Characters/Yuumi/Spells/YuumiWEnd
0444a8ea Characters/Yuumi/Spells/YuumiWEndWrapper
b9004518 Characters/Zac
ef136847 Characters/Zac/Spells/ZacBasicAttack
d08d702f Characters/Zac/Spells/ZacBasicAttack2
0103b1ff Characters/Zac/Spells/ZacCritAttack
d45c7e16 Characters/Zac/Spells/ZacE
5a937e1b Characters/Zac/Spells/ZacEHitStun
50335fa0 Characters/Zac/Spells/ZacETimingMissile
73b2207c Characters/Zac/Spells/ZacPassiveChunkDrop
c85c6b32 Characters/Zac/Spells/ZacQ
7602027e Characters/Zac/Spells/ZacQAttack
8c251bee Characters/Zac/Spells/ZacQMissile
39ba20dc Characters/Zac/Spells/ZacQMissileRecast
a640b620 Characters/Zac/Spells/ZacQRecast
ef4490c3 Characters/Zac/Spells/ZacRAbility
b3097afc Characters/Zac/Spells/ZacRKnockup
7f8ef9cf Characters/Zac/Spells/ZacRPickup
07e2853b Characters/Zac/Spells/ZacRebirth
05cb6575 Characters/Zac/Spells/ZacRebirthActive
76cd1244 Characters/Zac/Spells/ZacRebirthBlob
67a9eade Characters/Zac/Spells/ZacRebirthCooldown
30957042 Characters/Zac/Spells/ZacRebirthReady
c25c61c0 Characters/Zac/Spells/ZacW
d00af6a9 Characters/Zed
e7b4de05 Characters/Zed/Spells/ZedBasicAttack
f8b9d095 Characters/Zed/Spells/ZedBasicAttack2
b5620255 Characters/Zed/Spells/ZedCritAttack
20a835c0 Characters/Zed/Spells/ZedE
10af5af7 Characters/Zed/Spells/ZedMarker
158af0f6 Characters/Zed/Spells/ZedPBAOE
85cf1a6e Characters/Zed/Spells/ZedPBAOEDummy
9070783e Characters/Zed/Spells/ZedPassive
323712b9 Characters/Zed/Spells/ZedPassiveCD
34a8553c Characters/Zed/Spells/ZedQ
efb38384 Characters/Zed/Spells/ZedQMissile
ad4e94a9 Characters/Zed/Spells/ZedRADBuff
f54acea1 Characters/Zed/Spells/ZedRAbility
f07dd130 Characters/Zed/Spells/ZedRDashEffectShadow
03d10758 Characters/Zed/Spells/ZedRDeathMark
dca36663 Characters/Zed/Spells/ZedRHandler
8d30ef53 Characters/Zed/Spells/ZedRMissile
741b27db Characters/Zed/Spells/ZedRPassiveBuff
48a11119 Characters/Zed/Spells/ZedShadowBasicAttack
ba7c1279 Characters/Zed/Spells/ZedShadowDash
58e6eba7 Characters/Zed/Spells/ZedShadowDashMissile
26bc486b Characters/Zed/Spells/ZedShurikenMisOne
bba2938f Characters/Zed/Spells/ZedShurikenMisThree
1b305ec5 Characters/Zed/Spells/ZedShurikenMisTwo
3bb70da0 Characters/Zed/Spells/ZedUlt
7d63434c Characters/Zed/Spells/ZedUltDash
bb30032b Characters/Zed/Spells/ZedUltDashCloneMaker
957d11ef Characters/Zed/Spells/ZedUltExecute
a92c5238 Characters/Zed/Spells/ZedUltMissile
f5597088 Characters/Zed/Spells/ZedUltWDelay
32a85216 Characters/Zed/Spells/ZedW
e2f94eac Characters/Zed/Spells/ZedW2
c69102a6 Characters/Zed/Spells/ZedWHandler
b49d8798 Characters/Zed/Spells/ZedWHandlerBuffName
9b8e15f2 Characters/Zed/Spells/ZedWMissile
1acd2a56 Characters/Ziggs
44f719f4 Characters/Ziggs/Spells/NightmareBotZiggsBuff
ad2d0948 Characters/Ziggs/Spells/NightmareBotZiggsEMineMover
094e10fa Characters/Ziggs/Spells/NightmareBotZiggsQDropMine
7b4454ce Characters/Ziggs/Spells/NightmareBotZiggsQSpell
0891c8b4 Characters/Ziggs/Spells/NightmareBotZiggsQSpell2
0991ca47 Characters/Ziggs/Spells/NightmareBotZiggsQSpell3
e01434ad Characters/Ziggs/Spells/NightmareBotZiggsR
9a81a0c2 Characters/Ziggs/Spells/NightmareBotZiggsRBoom
c41eb27e Characters/Ziggs/Spells/NightmareBotZiggsRBoomExtraLong
a297f60c Characters/Ziggs/Spells/NightmareBotZiggsRBoomLong
332618f1 Characters/Ziggs/Spells/NightmareBotZiggsRBoomMedium
60b39861 Characters/Ziggs/Spells/NightmareBotZiggsRMiniBoom
a48a12c1 Characters/Ziggs/Spells/OdysseyAugments_ZiggsE
e54f547a Characters/Ziggs/Spells/OdysseyAugments_ZiggsEMine
b11a7866 Characters/Ziggs/Spells/OdysseyAugments_ZiggsEMinefieldSpreader
0b5204ff Characters/Ziggs/Spells/OdysseyAugments_ZiggsEMissile
896113e7 Characters/Ziggs/Spells/OdysseyAugments_ZiggsESeekers
09dbfd66 Characters/Ziggs/Spells/OdysseyAugments_ZiggsPAttack
7631c6a3 Characters/Ziggs/Spells/OdysseyAugments_ZiggsPAttack_Bounce
9889ffdd Characters/Ziggs/Spells/OdysseyAugments_ZiggsQ
3b71e7ae Characters/Ziggs/Spells/OdysseyAugments_ZiggsQMissile1
3a71e61b Characters/Ziggs/Spells/OdysseyAugments_ZiggsQMissile2
3971e488 Characters/Ziggs/Spells/OdysseyAugments_ZiggsQMissile3
9589fb24 Characters/Ziggs/Spells/OdysseyAugments_ZiggsR
2b7c3874 Characters/Ziggs/Spells/OdysseyAugments_ZiggsRExtraLongMissile
ba5ae841 Characters/Ziggs/Spells/OdysseyAugments_ZiggsRFalloutMissile
b631bbee Characters/Ziggs/Spells/OdysseyAugments_ZiggsRLongMissile
77363a1d Characters/Ziggs/Spells/OdysseyAugments_ZiggsRMediumMissile
3b8759ea Characters/Ziggs/Spells/OdysseyAugments_ZiggsRShortMissile
9289f66b Characters/Ziggs/Spells/OdysseyAugments_ZiggsW
3b82c80f Characters/Ziggs/Spells/OdysseyAugments_ZiggsWToggle
d3e8cb6f Characters/Ziggs/Spells/ZiggsBasicAttack
f4782367 Characters/Ziggs/Spells/ZiggsBasicAttack2
41e0cb77 Characters/Ziggs/Spells/ZiggsCritAttack
efedf13e Characters/Ziggs/Spells/ZiggsE
bf9275e4 Characters/Ziggs/Spells/ZiggsE2
c0927777 Characters/Ziggs/Spells/ZiggsE3
8701649d Characters/Ziggs/Spells/ZiggsEMine
bfaca0a7 Characters/Ziggs/Spells/ZiggsESlow
6867904c Characters/Ziggs/Spells/ZiggsPassiveAttack
895fde91 Characters/Ziggs/Spells/ZiggsPassiveBuff
03ee10ba Characters/Ziggs/Spells/ZiggsQ
96762e84 Characters/Ziggs/Spells/ZiggsQSpell
920b8882 Characters/Ziggs/Spells/ZiggsQSpell2
930b8a15 Characters/Ziggs/Spells/ZiggsQSpell3
02ee0f27 Characters/Ziggs/Spells/ZiggsR
6b41b640 Characters/Ziggs/Spells/ZiggsRBoom
ef6904b0 Characters/Ziggs/Spells/ZiggsRBoomExtraLong
67acfbde Characters/Ziggs/Spells/ZiggsRBoomLong
1c16d13f Characters/Ziggs/Spells/ZiggsRBoomMedium
0b39720c Characters/Ziggs/Spells/ZiggsRTimer
43a50802 Characters/Ziggs/Spells/ZiggsShortFuse
fdee0748 Characters/Ziggs/Spells/ZiggsW
1c213014 Characters/Ziggs/Spells/ZiggsWToggle
f1697d4f Characters/Zilean
51c471fe Characters/Zilean/Spells/ChronoRevive
2e1fcded Characters/Zilean/Spells/ChronoShift
c2c51b39 Characters/Zilean/Spells/Heightened Learning
413ce76f Characters/Zilean/Spells/HeightenedLearning
591c20fc Characters/Zilean/Spells/HeightenedLearningIndicator
b063069f Characters/Zilean/Spells/Rewind
