e55245ad Characters/Aatrox
9f2c1042 Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_Passive_Hit
0a2b6225 Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_Passive_Hit_Enemy
d325e4c4 Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_Passive_Hit_Linger
3569d3df Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_Passive_Hit_Linger_Enemy
c5bbab31 Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_Passive_Hit_Streak
ecfd4ff6 Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_Passive_Hit_Streak_Enemy
0bdc7cde Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_Passive_buf_AOE
03194b0d Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_Passive_buf_AOE_Ally
51470075 Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_Q_Mace
9f27678a Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_R_Mace
625a3b75 Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_Recall_Stairs
2b7ff9f9 Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_W_Shield_Consume
98881af9 Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_W_Shields
ec96ebe6 Characters/Mordekaiser/Skins/Skin5/Particles/Mordekaiser_Skin05_W_active_child
31a8beeb Characters/Mordekaiser/Spells/MordekaiserBasicAttack
05a46f9b Characters/Mordekaiser/Spells/MordekaiserBasicAttack2
7f7748e3 Characters/Mordekaiser/Spells/MordekaiserCritAttack
8070e372 Characters/Mordekaiser/Spells/MordekaiserE
7030e22e Characters/Mordekaiser/Spells/MordekaiserEMissile
7e87fd09 Characters/Mordekaiser/Spells/MordekaiserEPull
9060ecbc Characters/Mordekaiser/Spells/MordekaiserPassive
d08f0931 Characters/Mordekaiser/Spells/MordekaiserPassive_FullStacks
8c70f656 Characters/Mordekaiser/Spells/MordekaiserQ
116ca05f Characters/Mordekaiser/Spells/MordekaiserRAbility
80ce5e14 Characters/Mordekaiser/Spells/MordekaiserRAbility/MordekaiserR
43864547 Characters/Mordekaiser/Spells/MordekaiserRWispMis
bfc15091 Characters/Mordekaiser/Spells/MordekaiserR_StatSteal
ba8bbfef Characters/Mordekaiser/Spells/MordekaiserR_StatStealEnemy
9145de34 Characters/Mordekaiser/Spells/MordekaiserSoulMissile
8e70f97c Characters/Mordekaiser/Spells/MordekaiserW
2bf28321 Characters/Morgana
1e87e439 Characters/Morgana/CAC/Morgana_Base
28109969 Characters/Morgana/CAC/Morgana_Conversation_Base
8f36670a Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_BA_Cas
01ba8c14 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_BA_Mis
7eea7a66 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_BA_Swipe_One
48130e3c Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_BA_Swipe_Two
ee7bb350 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_BA_Tar
771afaca Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_BA__one_Mis
b2560bf6 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_E_Cas
5ab27059 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_E_Tar_test
a9f0e3c9 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_Emote_Recall
e225ba13 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_Emote_Recall_FeatherTrail
74024d8d Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_Emote_Recall_FlowerFlourish
69b5e43a Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_P_Heal
5ba4adda Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_Q_Cas
e517db4d Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_Q_Cas_Trail
12187f20 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_Q_Mis_Update
c713750e Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_Q_Tar_Buf_Update
db0eb2dc Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_Q_Tar_Update
df4e3b31 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_Q_mis_resolve_update
930aab13 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_R_Beam_Break_Update
f1a6f5f2 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_R_Beam_Level_16_Update
a21f00fd Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_R_Beam_UnderGlow
c3598d2e Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_R_Ground_shadow_tar
80dad9bf Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_R_Haste_Buff
812312aa Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_R_Indicator_Ring_Update
746d067a Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_R_Initial_Mis
7487fc7d Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_R_Tar_Explode_Update
b22b29cb Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_R_beam_break_tar_Update
115bd16d Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_R_buff_Update
8fab9943 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_R_cas
264f2de8 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_W_Cas
ed8edf2f Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_W_DirtCloud
2b60b02d Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_W_Soil_Child
42cf3d86 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_W_Tar_Update
a790af6c Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_W_Tar_Wisp_1
aa90b425 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_W_Tar_Wisp_2
a990b292 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_W_Tar_Wisp_3
a490aab3 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_W_Tar_Wisp_4
a390a920 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_W_Tar_Wisp_5
a690add9 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_W_Tar_Wisp_6
a590ac46 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_W_Tar_Wisp_7
c6909410 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_W_Tar__enemy_Update
031be7e0 Characters/Morgana/Skins/Skin0/Particles/Morgana_Base_W_buf_Update
bca75da8 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_BA_Cas
d111cf86 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_BA_Mis
19fab518 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_BA_Swipe_One
3268a55e Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_BA_Swipe_Two
de485772 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_BA_Tar
710ecebd Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_BA_one_Mis
f2fa182c Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_E_Cas
9d394a87 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_E_Tar_test
a02ab5cf Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_Emote_Recall
01b7ca55 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_Emote_Recall_FeatherTrail
09d16483 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_Emote_Recall_FlowerFlourish
1ec5b4f4 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_P_Heal
f8eef988 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_Q_Cas
7e846713 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_Q_Cas_Trail
f930341a Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_Q_Mis_Update
efab0d54 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_Q_Tar_Buf_Update
fd61ace6 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_Q_Tar_Update
43e541a7 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_Q_mis_resolve_update
f0c2b4e5 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_R_Beam_Break_Update
691a0480 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_R_Beam_Level_16_Update
8ea390ef Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_R_Beam_UnderGlow
06eced90 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_R_Ground_shadow_tar
0b7d54d1 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_R_Haste_Buff
f103d5f8 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_R_Indicator_Ring_Update
552b4520 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_R_Initial_Mis
a3b142fb Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_R_Tar_Explode_Update
f89f5155 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_R_beam_break_tar_Update
46f592df Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_R_buff_Update
f7b2ffad Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_R_cas
446401fa Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_W_Cas
713ad73c Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_W_Tar_Update
cc55eec5 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_W_Tar_enemy_Update
85e92bd2 Characters/Morgana/Skins/Skin1/Particles/Morgana_Skin01_W_buf_Update
b81e0fa8 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_BA_Cas
cc888186 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_BA_Mis
d9bf0972 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_BA_Tar
f1bea0bd Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_BA_one_Mis
331fde2c Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_E_Cas
9b01a1de Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_E_Tar
10328c4d Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_Emote_Recall_Eye_Glow_Left
d4d6946c Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_Emote_Recall_Hand_Glows
c733b096 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_Emote_Recall_Spirits
e56b06ac Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_P_Enrage_Buff
1a3c66f4 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_P_Heal
3914bf88 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_Q_Cas
5d302252 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_Q_Tar
1b888ab8 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_Q_Tar_Buf
4ff99a66 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_Q_mis
860ee1f5 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_Q_mis_resolve
d83420e3 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_R_Beam
d1260bd3 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_R_Beam_Break
1744d2ef Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_R_Beam_UnderGlow
1b514390 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_R_Ground_shadow_tar
478f673c Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_R_Indicator_Ring
a483cb20 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_R_Initial_Mis
f0a04e49 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_R_Tar_Explode
12ea590d Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_R_buff
37d8c5ad Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_R_cas
8489c7fa Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_W_Cas
3bbdfa33 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_W_Soil_Child
b4a1af38 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_W_Soil_Child_Enemy
ecda964e Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_W_Tar_Wisp_1
ebda94bb Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_W_Tar_Wisp_2
eada9328 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_W_Tar_Wisp_3
f1da9e2d Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_W_Tar_Wisp_4
f0da9c9a Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_W_Tar_Wisp_5
efda9b07 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_W_Tar_Wisp_6
eeda9974 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_W_Tar_Wisp_7
e8804944 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_W_Tar_green
658aa354 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_W_Tar_red
dbaeac9e Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_W_buf
ad0dd863 Characters/Morgana/Skins/Skin10/Particles/Morgana_Skin10_r_beam_break_tar
337d498e Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_BA_Cas
fc983c50 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_BA_Mis
7302b96a Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_BA_Swipe_One
bee68570 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_BA_Swipe_Two
d685d0bc Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_BA_Tar
fc68a61b Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_BA_one_Mis
ecc7098a Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_E_Cas
4c0c55d0 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_E_Tar
2d43dbb8 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_Emote_Cauldron_Spawn_Smoke
7bd8d6c9 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_Emote_Recall_Pouring_Liquid
dbee0bee Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_P_Heal
9aa57c06 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_Q_Cas
60c80254 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_Q_Tar
c0830356 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_Q_Tar_Buf
b61c1208 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_Q_mis
e830e493 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_Q_mis_resolve
4ab5be65 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_R_Beam
48412025 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_R_Beam_Break
f88377b9 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_R_Beam_UnderGlow
d1c92102 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_R_Ground_shadow_tar
a8ea9703 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_R_Haste_Buff
8ded5a22 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_R_Indicator_Ring
2cc9070e Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_R_Initial_Mis
61fef88f Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_R_Tar_Explode
8a8d4fdd Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_R_beam_break_tar
a200f907 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_R_buff
db61a58f Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_R_cas
2812a7dc Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_W_Cas
da2ed5a1 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_W_Soil_Child
bf667dc8 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_W_Tar_Wisp_1
c2668281 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_W_Tar_Wisp_2
c16680ee Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_W_Tar_Wisp_3
c46685a7 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_W_Tar_Wisp_4
c3668414 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_W_Tar_Wisp_5
c66688cd Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_W_Tar_Wisp_6
c566873a Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_W_Tar_Wisp_7
5fed50c2 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_W_Tar_green
b3869182 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_W_Tar_red
8f73cfd8 Characters/Morgana/Skins/Skin11/Particles/Morgana_Skin11_W_buf
89addf3e Characters/Morgana/Skins/Skin12/Particles/Morgana_Skin12_Idle_leaves_falling
54574180 Characters/Morgana/Skins/Skin13/Particles/Morgana_Skin13_Idle_leaves_falling
440cdc3e Characters/Morgana/Skins/Skin14/Particles/Morgana_Skin14_Idle_leaves_falling
e55b489c Characters/Morgana/Skins/Skin15/Particles/Morgana_Skin15_Idle_leaves_falling
a743ade6 Characters/Morgana/Skins/Skin16/Particles/Morgana_Skin16_Idle_leaves_falling
792f1eb2 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_BA_Cas
bb8289fc Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_BA_Mis
100011ee Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_BA_Swipe_One
d95913f4 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_BA_Swipe_Two
f8730a58 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_BA_Tar
1b19eec7 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_BA_one_Mis
394f14ee Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_E_Cas
ded3981c Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_E_Tar
cf5a98ee Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_Emote_Death
904b0212 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_Emote_Death_Invisible
1e2b6b2d Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_Emote_Recall_Dust_Clouds
6946a04b Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_Emote_Recall_Seed
f2bd284d Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_Emote_Recall_Seed_Glow
1106bcc0 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_Idle_leaves_falling
0f9c5322 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_P_Enrage_Buff
feab3602 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_P_Heal
54f84f52 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_Q_Cas
edcf0ef5 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_Q_Cas_Trail
d43c3af8 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_Q_Tar
df762982 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_Q_Tar_Buf
f48d7719 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_R_Beam
46b49019 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_R_Beam_Break
61ace555 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_R_Beam_UnderGlow
a014d146 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_R_Ground_shadow_tar
4bedee2e Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_R_Indicator_Ring
d73a33f2 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_R_Initial_Mis
10ace4a3 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_R_Tar_Explode
3a908c93 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_R_beam_break_tar_Update
3dc8b883 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_R_buff
c24db51b Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_R_cas
ce9a0920 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_W_Cas
997327a5 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_W_Soil_Child
cb65be84 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_W_Tar_Wisp_1
ce65c33d Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_W_Tar_Wisp_2
cd65c1aa Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_W_Tar_Wisp_3
c865b9cb Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_W_Tar_Wisp_4
c765b838 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_W_Tar_Wisp_5
ca65bcf1 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_W_Tar_Wisp_6
c965bb5e Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_W_Tar_Wisp_7
39723a46 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_W_Tar_green
7627d966 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_W_Tar_red
ad9e1e38 Characters/Morgana/Skins/Skin4/Particles/Morgana_Skin04_W_buf_Update
94d2e49c Characters/Morgana/Skins/Skin4/Particles/morgana_Skin04_q_mis
f633eeb7 Characters/Morgana/Skins/Skin4/Particles/morgana_Skin04_q_mis_resolve
81923ca0 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_BA_Cas
861bd8fe Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_BA_Mis
4b303050 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_BA_Swipe_One
23bb6c86 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_BA_Swipe_Two
63233a2a Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_BA_Tar
c949d8c5 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_BA_one_Mis
5a95b1d4 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_E_Cas
0501dac6 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_E_Tar
e93db3b5 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_Emote_Recall_Spirit_Inhale
86bea094 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_P_Enrage_Buff
813d9d4c Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_P_Heal
059f9010 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_Q_Cas
774a894b Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_Q_Cas_Trail
0a292c6e Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_Q_Mis
491d547a Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_Q_Tar
b339d390 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_Q_Tar_Buf
1f9b671f Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_Q_mis_resolve_update
4d5f3a6b Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_R_Beam
235392db Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_R_Beam_Break
52361217 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_R_Beam_UnderGlow
03385901 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_R_Buf
78b4bd25 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_R_Buff
f1d7f2b8 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_R_Ground_shadow_tar
84617964 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_R_Indicator_Ring
35cdbae8 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_R_Initial_Mis
94225ccb Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_R_Tar
f85d0b91 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_R_Tar_Explode
52995b35 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_R_cas
5349c902 Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_W_Cas
255ebf3b Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_W_Soil_Child
0620cdec Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_W_Tar_Green
0f220d8c Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_W_Tar_Red
5a36031a Characters/Morgana/Skins/Skin5/Particles/Morgana_Skin05_W_buf_Update
02967b5b Characters/Morgana/Skins/Skin5/Particles/morgana_Skin05_r_beam_break_tar
a99566d4 Characters/Morgana/Skins/Skin6/Particles/Morgana_SKin06_W_buf
84e9db3a Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_BA_Cas
f6d02f84 Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_BA_Mis
b0f75476 Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_BA_Swipe_One
9a7f640c Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_BA_Swipe_Two
81052c20 Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_BA_Tar
5e581fbf Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_BA_one_Mis
89fe8a46 Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_E_Cas
4da51494 Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_E_Tar
4f88c63f Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_Emote_Recall_CombinedOrbs
e484f523 Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_Emote_Recall_DarkOrb
72e986c5 Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_Emote_Recall_EndImpact
9b2a643a Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_Emote_Recall_Energy
29ba1f38 Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_Emote_Recall_EnergySwirl_Child
6d2c4c0b Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_Emote_Recall_LightOrb
3504fa3a Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_P_Enrage_Buff
be01292a Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_P_Heal
afe106ca Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_Q_Cas
817816dd Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_Q_Cas_Trail
22652bd4 Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_Q_Mis
0f24c010 Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_Q_Tar
33ba63aa Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_Q_Tar_buf
3f193cc1 Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_Q_mis_resolve_update
98489171 Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_R_Beam
e9bebeed Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_R_Beam_UnderGlow
ab9715f1 Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_R_Beam_break
56af793e Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_R_Ground_shadow_tar
3d701caa Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_R_Initial_Mis
011ae94d Characters/Morgana/Skins/Skin6/Particles/Morgana_Skin06_R_Tar
