80333f35 10Year
82863c71 SightWard_SpawnPillow
a07a03c2 SightWard_Spawn_01
78c72999 SightWard_Spawn_Burst
ceecc0ce SightWard_Spawn_Droplets
aa1a3d78 SightWard_Spawn_RedRune_Shine
4b9a29f3 SightWard_Spawn_RuneTrail
ed0f4910 SightWard_Spawn_ScreenGlow
83fa630d SightWard_Spawn_YellowRune_Shine
694cd859 SightWard_Star
df3fe89b SightWard_TinyFlash
e08772ef SightWard_TrailBits
dd2bc4a4 SightWard_TrailChildren
e32b6ef8 SightWard_Trails
0ce3938f SightWard_Z_135-Spawn
fd2c7962 SightWard_Z_AvatarMesh
0ac536c9 SightWard_Z_ButtTrail
935f10e0 SightWard_Z_CatDeath
8374f124 SightWard_Z_CatIdle
16e295cc SightWard_Z_Death
631eaca6 SightWard_Z_Dust
0d2ef0ff SightWard_Z_Hit
89962a08 SightWard_Z_Idle
a0a0d461 SightWard_Z_Logo
d246bb10 SightWard_Z_PixelBurst
cb7b6eb9 SightWard_Z_Shine
37e6cdbd SightWard_Z_Spawn
37432228 SightWard_Z_Vibration
f02c985f SightWard_death_hit
b432b977 SightstoneActiveItems
81b83e1c SightstoneDisableGroup
d58db2b3 Sightward_Ambient
be1d7d97 Sightward_Ambient_01
80b9f075 Sightward_AvatarRuneGlow
dd817994 Sightward_BaseLight
89f6ac36 Sightward_Birth
5b8b49d8 Sightward_Birth_Child_Dark
f0f010d7 Sightward_Birth_Child_Thin
38035ac5 Sightward_Child
200ace38 Sightward_CircleGlow
849a93e5 Sightward_DeathSparkle
a0e78801 Sightward_Death_01
9de78348 Sightward_Death_02
5eeb5fb2 Sightward_Death_SwordPetals
b878ab9a Sightward_Death_Wings
777fadd7 Sightward_Death_smoke
4a0938d3 Sightward_Flare_01
4b093a66 Sightward_Flare_02
ce1b48a2 Sightward_Hit
7ecc546c Sightward_Hit_01
acddd843 Sightward_IdleGlow_00
17fc5745 Sightward_IdleLight
13c1edff Sightward_Idle_01
14c1ef92 Sightward_Idle_02
d8cca4f0 Sightward_Idle_BlueRune
8aed80a0 Sightward_Idle_Fire
32d8ab23 Sightward_Idle_Gem
bfe0886b Sightward_Idle_RedRune
fc4f4d84 Sightward_Idle_YellowRune
dcd9a86b Sightward_Interact_01
30b05780 Sightward_Rings
579a0d36 Sightward_Rings2
ae754219 Sightward_Shake_01
a0e68c20 Sightward_Soul_01
392b2fb9 Sightward_SpawnChild01
e710a375 Sightward_SpawnIN_Glints
ad30d87f Sightward_SpawnIn
2267f1fd Sightward_SpawnThruster
9f7a022f Sightward_Spawn_02
aac7ec4c Sightward_Spawn_Avatar
e68a5722 Sightward_Spawn_Hit
7ea0c4b0 Sightward_Spawn_Middle
ba0270a5 Sightward_Spawn_Pink
0cfa7ddd Sightward_Spawn_SmallSword2
3bf47312 Sightward_SphereDeath
c7b76831 Sightward_SphereGlow
27309a1c Sightward_SphereGlow_Idle
0be6105b Sightward_Trail
a6a826df Sightward_Trail_01
631ef6fb Sightward_idle_crown_01
20d0e152 Sightward_idle_heart_01
81dec76f Sightward_idle_mini_01
940207e2 Sightward_spawn_disappear
cdf5e511 Sightward_spawn_reappear
cd83dc7e SigilCount
4b9514e4 SilenceDuration
8487c68f Siliva
5778165b SimplifiedTooltips
a7cba57e Singed_BA_crit_tar
319c65dd Singed_BA_tar
bb89f330 Singed_E_tar_Fling_01
d8d56146 Singed_E_tar_fling_land
a3a27b5c Singed_Idle_01
b9aaa6c6 Singed_Idle_Shield
f685645c Singed_P_Sound
0cb952ca Singed_P_timer
87c44649 Singed_Passive_Wings_L
81c43cd7 Singed_Passive_Wings_R
620ba5cb Singed_Q_Cast
7f274770 Singed_Q_Cast_enemy
910629e8 Singed_Q_Trail
1a2c958d Singed_Q_Trail_child
9452937b Singed_Q_Trail_enemy
b8c0c0f4 Singed_R_buf
da07468e Singed_R_mesh
ca9fde51 Singed_R_steam
c5909b3c Singed_R_steam_Backup
8cc30530 Singed_R_steam_child
c5b9f1a1 Singed_R_trail
29d83155 Singed_Recall_Bugs
7860db7b Singed_Recall_FlowerPollen
c7512a82 Singed_Recall_HeadPollen
0edd592a Singed_W_Root
a45ca7b4 Singed_W_Root_01
fa1cb077 Singed_W_Root_Honey_Child
0643e225 Singed_W_RunePrison_tar_01
64c49277 Singed_W_cas_01
521b08b8 Singed_W_cas_HoneyTrail_Child
248a5d30 Singed_W_green_pool
2523e007 Singed_W_pool_HoneyDroplet_Child
388feac1 Singed_W_pool_HoneyPuddle_Child
8da13af6 Singed_W_pool_HoneySplash_Child
652cf694 Singed_W_red_pool
a5553f0c Singed_Z_HoneyDroplet
366c3c80 SingleBulletDamage
60103254 SingleCritTotalDamage
140bdb48 SingleFireDamage
a2c881af SingleHeal
171b7823 SingleOrbDamage
76bdfaec SingleShield
a0ec138f SingleStackAS
55c2cc24 SingleTotalDamage
a2c761ab Sion_Anime_explosion
7dfd4b41 Sion_BA_Glow_Crit
5dc096bf Sion_BA_Tar1
5ec09852 Sion_BA_Tar2
5fc099e5 Sion_BA_Tar3
54332591 Sion_BA_Tar_Crit
35253ac1 Sion_BA_Tower1
60f4301e Sion_BA_trail1
5ff42e8b Sion_BA_trail2
5ef42cf8 Sion_BA_trail3
65f437fd Sion_BA_trail4
c90f8a31 Sion_Death
1ff1df36 Sion_E_Buf
ee9bbfae Sion_E_Buf_champ
a87d1652 Sion_E_Cas
5cf108bf Sion_E_Minion
e857ab9c Sion_E_Mis
b09d3048 Sion_E_Sound
27c101f8 Sion_E_Tar
f2b23ec1 Sion_Emote_Laugh
91f76eb4 Sion_Haste_Thruster
da208ee1 Sion_Haste_Upper_Thruster
8e7bb39e Sion_I_Chest_Glow
2319a951 Sion_I_Hammer_Glow
53f704a0 Sion_I_Spine_Glow
69ea7af6 Sion_Passive_Ax
7564b2c4 Sion_Passive_Cas
a1592066 Sion_Passive_Hand
07ccc086 Sion_Passive_Skin
c284f370 Sion_Passive_Smoke
24cf456a Sion_Passive_Speed
bfc0ad16 Sion_Passive_Tar
873cc28b Sion_Q1_tar
3eb2233a Sion_Q2_tar
228055a9 Sion_Q3_tar
8cd3dbee Sion_Q_Cas
8276e906 Sion_Q_Cas1_weapon
9f576d4d Sion_Q_Cas2_weapon
8e831ce7 Sion_Q_Cas3
dae4b2bc Sion_Q_Cas3_weapon
0b958adc Sion_Q_Glow
2e16c8a1 Sion_Q_Hit1
2b16c3e8 Sion_Q_Hit2
2c16c57b Sion_Q_Hit3
127ac4fe Sion_Q_Indicator
e343cd24 Sion_Q_Indicator2
e443ceb7 Sion_Q_Indicator3
207000d2 Sion_Q_Indicator_Red
f05160a0 Sion_Q_Indicator_Red2
4a323f32 Sion_Q_mis_01
e0dc8cb7 Sion_R_Cas
d54e315d Sion_R_Explosion
47c0d7a4 Sion_R_GlobalSound
14e1055e Sion_R_Pulverize_cas_01
e29ae9cf Sion_R_Skin
b8ced289 Sion_R_Tar
0c4d4bf6 Sion_Recall_Box
21ae458c Sion_Recall_Box2
193e62aa Sion_Recall_sheen
23d5fcba Sion_Recall_smoke
5ab3ee53 Sion_Respawn
c475cf84 Sion_VO_transition
af6c59ae Sion_VO_transitionultra
19fbcf44 Sion_W_Cas
255d2405 Sion_W_Nova
4e91dffd Sion_W_Nova_Tar
cc829c09 Sion_W_Precas
026d13ee Sion_W_Shield
7c6633f6 Sion_W_Sound
874b3aa7 Sion_death_glow
dbb3262f Sion_emote_dance_in_sound
05d8a196 Sion_emote_death_sound
6b5ead8f Sion_emote_joke_sound
4b6015b1 Sion_emote_laugh_sound
b5555ea0 Sion_emote_taunt_sound
0691c262 Sion_laugh
aeef3693 Sion_recall_start_sound
d6c08fcd SiphonDamage
d203cde0 Sivir_BA_tar_01
3b61f2a7 Sivir_BA_tar_crit_01
65f092f3 Sivir_BasicAttack_mis
f3fdc797 Sivir_E_manaback
34fe0b72 Sivir_E_shield
3d7e4409 Sivir_Idle_Weapon_CoreGlow
4b2f0612 Sivir_Q_mis
04150a19 Sivir_Q_mis_mushroom
560bdba1 Sivir_Q_mis_pepperoni
170eecd3 Sivir_Q_mis_pineapple
687af545 Sivir_Q_mis_return
abed38d0 Sivir_Q_mis_return_mushroom
101894e2 Sivir_Q_mis_return_pepperoni
8c2921c0 Sivir_Q_mis_return_pineapple
2797037e Sivir_Q_tar
f17144cd Sivir_R_Allyboost
50c3c6cb Sivir_R_Boost
7dd79a17 Sivir_R_alliesbuf
b5949fad Sivir_R_buf
4ce3cb7b Sivir_R_mis
7b7b8e22 Sivir_Recall_1
d66e0a81 Sivir_Recall_AvatarDarken
2df31f94 Sivir_Recall_Eclipse
0bfd2d77 Sivir_Recall_RisingWisps
ff2512be Sivir_Recall_TireSpikes
f4b6339b Sivir_Recall_Tire_Smoke
5ae6ff00 Sivir_Recall_TransferEnergy
5991fd25 Sivir_Recall_WeaponTrail
fbec5d22 Sivir_Skin43_Emote_Death_Body_Glow
17ac2d56 Sivir_Skin43_R_Q_mis
54cbc5f9 Sivir_Skin43_R_Q_mis_return
1f3dd9b7 Sivir_Skin51_BA_tar_02
89f19e81 Sivir_Skin51_Idle_spark
2c1c55d6 Sivir_Skin51_Idle_spark01
2b1c5443 Sivir_Skin51_Idle_spark02
2a1c52b0 Sivir_Skin51_Idle_spark03
311c5db5 Sivir_Skin51_Idle_spark04
862d399e Sivir_Skin51_Q_mis_01
1ee5cf6c Sivir_Skin51_Z_Ground_End01
432935c4 Sivir_W_Buff
ac582364 Sivir_W_Tar
9fc0ff38 Sivir_W_mis
6cff3cbe Sivir_basicattack_mis_right
447895bb Sivir_passivehaste
13efe61d SizeCoefficient
ccbde92c SizeIncrease
276ff948 SizePerLegendary
99dceac5 SkaarlHealth
a7a025c5 SkaarlRemountHealth
860e3ed4 SkarnerPassiveCrystal_BirthSpit
270970a5 SkarnerPassiveCrystal_Death_01
4674bc5f SkarnerPassiveCrystal_Portal
b421c733 Skarner_Ascension_P_Crystal_Channel
22f4200b Skarner_Ascension_P_ally_capture_out
15d23748 Skarner_Ascension_P_ally_crystal
b2ab6021 Skarner_Ascension_P_ally_large
ba11dfd9 Skarner_Ascension_P_ally_nocrystal
cfb33a37 Skarner_Ascension_P_enemy_capture_out
3abe9aac Skarner_Ascension_P_enemy_crystal
69374e0d Skarner_Ascension_P_enemy_large
c50beb2d Skarner_Ascension_P_enemy_nocrystal
b1635706 Skarner_Ascension_P_neutral_nocrystal
9c8aaef3 Skarner_Ascension_Q_Buf_Large
40be7687 Skarner_BA_tar_01
5ebd48d2 Skarner_BA_tar_crit_01
5dbd473f Skarner_BA_tar_crit_02
2ba4e2e4 Skarner_Death_1
d12de017 Skarner_E_Buf_Small
7f1a6b3e Skarner_E_Buf_Small_02
38d3eb45 Skarner_E_aoe_green
eb5d7bb1 Skarner_E_aoe_red
21aa7823 Skarner_E_cas
68215b5a Skarner_E_cas_02
de65ad90 Skarner_E_heal
564bf82d Skarner_E_mine
df570cd9 Skarner_E_mis
d2271daf Skarner_E_missile_child
e892c3a4 Skarner_E_placedMine
118de9e9 Skarner_E_placedMine_2
c266bedd Skarner_E_tar
04d01290 Skarner_E_tar_Consume
6da0d9c6 Skarner_E_trail_sound
77eee91c Skarner_E_unit_tar
1f93605c Skarner_Emote_Dance_01
a98d91a6 Skarner_Emote_Joke_01
3dcabf89 Skarner_Emote_Taunt_01
f27a5f05 Skarner_P_Buff_Self
c095393e Skarner_P_Buff_Self_ms
5f622f9b Skarner_P_Crystal_Channel
708cd65f Skarner_P_Crystal_Tar
20024af5 Skarner_P_Crystal_Team_Swap
85c21589 Skarner_P_Crystals_Down_sfx_01
dfa1862a Skarner_P_Crystals_Up_sfx_01
d8eb2b22 Skarner_P_Tar
22d79093 Skarner_P_ally_capture_out
dca40b10 Skarner_P_ally_crystal
1c7e0459 Skarner_P_ally_large
7e130b41 Skarner_P_ally_nocrystal
570a8a8f Skarner_P_enemy_capture_out
a5a9aa64 Skarner_P_enemy_crystal
4479a715 Skarner_P_enemy_large
1e8ba485 Skarner_P_enemy_nocrystal
1102ea6e Skarner_P_neutral_nocrystal
0f1afd2a Skarner_Passive_Impact
d6c306c4 Skarner_Passive_Stack_1
d9c30b7d Skarner_Passive_Stack_2
d8c309ea Skarner_Passive_Stack_3
eae8fd76 Skarner_Passive_Stack_3_Sound
a087a83b Skarner_Passive_Stack_3_Sound_2
e9fbf69d Skarner_Passive_attach
2d388758 Skarner_Q_Activate_L
3b389d62 Skarner_Q_Activate_R
f36979eb Skarner_Q_Buf
91df7902 Skarner_Q_Buf_02
b79988eb Skarner_Q_Buf_Large
2070de02 Skarner_Q_Buf_Large_02
fceaf8f8 Skarner_Q_Mini_Nova
0a963fc7 Skarner_Q_Mini_Nova_02
285d222f Skarner_Q_buf_blades
5a6be1d1 Skarner_Q_tar
475c9f6d Skarner_Q_tar_01
8edd909f Skarner_Q_tar_slow_01
eb5a2622 Skarner_R_beam
c1df9610 Skarner_R_cas_01
c4df9ac9 Skarner_R_cas_02
c6df9def Skarner_R_cas_04
1a8b11b9 Skarner_R_tail_tip
390f6e16 Skarner_R_tar_01
380f6c83 Skarner_R_tar_02
370f6af0 Skarner_R_tar_03
3e0f75f5 Skarner_R_tar_04
812d733f Skarner_Recall
871e8f08 Skarner_Run_debris_L
751e72b2 Skarner_Run_debris_R
874e2883 Skarner_Run_dust_L
854e255d Skarner_Run_dust_R
92c55d61 Skarner_W_Buff_Lines
8c71a87c Skarner_W_body
b576aa3b Skarner_W_body_02
bf08bc63 Skarner_W_buf_L_arm
0ded8fe9 Skarner_W_buf_R_arm
fc971358 Skarner_W_buf_tail
faf3476d Skarner_W_cas_01
b4ad33c7 Skarner_W_cas_exhaust_l
9aad0ad9 Skarner_W_cas_exhaust_r
46b87df1 Skarner_W_shatter
e9c0300f Skarner_audio_emote_dance_in
843ec5ee Skarner_audio_emote_dance_loop
e8926347 Skarner_audio_emote_dance_vo
d1de2f1a Skarner_audio_emote_death
f293914f Skarner_audio_emote_joke
a2505191 Skarner_audio_emote_laugh
933019ec Skarner_audio_emote_taunt
6ffd1564 Skarner_audio_idle3
6efd13d1 Skarner_audio_idle4
37f6a528 Skarner_audio_recall_leadin
9352994f Skarner_audio_recall_winddown
fc836683 Skarner_audio_respawn
8d935a32 Skarner_death_01
c38708f4 Skarner_idle
9948441c Skarner_idle_R_02
64f18927 Skarner_idle_flame_L
4af16039 Skarner_idle_flame_R
3f3b0c54 Skarner_tar_Consume
3234d27f Skin01_Channel
4ab44113 Skin01_Channel_Windup
2a6d9b35 Skin01_Emote_Enter_Minigun
187165ea Skin01_Emote_Enter_Rocket
93e993d5 Skin01_Emote_Exit_Minigun
860b6e0a Skin01_Emote_Exit_Rocket
5c5e4963 Skin01_Joke
38e75310 Skin01_Laugh_Breath
413f16a1 Skin01_Laugh_In
6689e684 Skin01_Laugh_Loop
996c264d Skin01_Launcher_Spell1_Weapon
044099ed Skin01_Launcher_Spell1_Weapon2
c24846ff Skin01_Minigun_Attack1
c3484892 Skin01_Minigun_Attack2
c4484a25 Skin01_Minigun_Attack3
bd483f20 Skin01_Minigun_Attack4
be4840b3 Skin01_Minigun_Attack5
bf484246 Skin01_Minigun_Attack6
1e00b40a Skin01_Minigun_Death
7acdc551 Skin01_Minigun_Idle1
77cdc098 Skin01_Minigun_Idle2
78cdc22b Skin01_Minigun_Idle3
533d979c Skin01_Minigun_IdleIn1
563d9c55 Skin01_Minigun_IdleIn2
e844cffd Skin01_Minigun_Run
735322dd Skin01_Minigun_Run2
9de77229 Skin01_Minigun_Run_In
8c6c3162 Skin01_Minigun_Spell1_Weapon
5e51a0f0 Skin01_Minigun_Spell1_Weapon2
f136a6b0 Skin01_Minigun_Spell2
f236a843 Skin01_Minigun_Spell3
f736b022 Skin01_Minigun_Spell4
32718c30 Skin01_Respawn
0a2c4aae Skin01_Rlauncher_Attack1
092c491b Skin01_Rlauncher_Attack2
4efe0668 Skin01_Rlauncher_Idle1
51fe0b21 Skin01_Rlauncher_Idle2
50fe098e Skin01_Rlauncher_Idle3
56f5a661 Skin01_Rlauncher_IdleIn1
b4fe7af4 Skin01_Rlauncher_Run
b29b45b2 Skin01_Rlauncher_Run2
be56bb12 Skin01_Rlauncher_Run_In
4eac9107 Skin01_Rlauncher_Spell2
4dac8f74 Skin01_Rlauncher_Spell3
4cac8de1 Skin01_Rlauncher_Spell4
2e638dce Skin01_Taunt2
8a319842 Skin02_Plant_Ball_Idle1
7e5241ac Skin02_Plant_Ball_Idle1_In
3c4422e6 Skin02_Recall
269a9dcc Skin04_Idle3
599de492 Skin04_Joke
5aee023a Skin04_Laugh
22688b2e Skin04_Run
e6686977 Skin04_Taunt
a31a7833 Skin05_Channel
dc297ecf Skin05_Dance
ba9e0108 Skin05_Idle2
bb9e029b Skin05_Idle3
74e789d1 Skin05_Spell3_Base
d8ea1acc Skin05_Taunt
f0d66d77 SkippingRope_Run01
f3aa56a1 Skybox_Base
e550dcd9 Skybox_BattleCity
881ac108 Skybox_Carousel_Set9
2774cd78 Skybox_Freljord
60d0bb03 Skybox_LandmarksOfRuneterra_Night
8694d4b3 Skybox_NoxusRing
eca2e710 Skybox_SamuraiDuel
bf96db2c Skybox_SoulFighter
38a340a0 Skybox_SpaceBattle
a8dccb02 Skybox_VillainMeetingRoom_Day
ba4c9dd1 Skybox_VillainMeetingRoom_Dusk
62be287e Skybox_VillainMeetingRoom_Night
73a456b4 Slam
d1601b38 SlamDamageTotalTooltip
e43dfc97 SlamDownStrikeDamage
cb73e8ea Slash
c3edce86 SlashBaseDamage
4f9d2d87 SlashDamage
f733647a SlashTrail_Left
37ec8e47 SlashTrail_Right
fc9607de SlayerDamage
b685c4c2 SlayerHealPercent
cf1733d7 SlayerMaxHPBaseDamage
1bf14cf3 SlayerMaxHPDamagerPer100AD
ca0bd63f Slayer_Tar
ca205aab Sleigh
64600b90 SleighSnow
41e574db Slime_RewardHealTurrets_GroundIndicator
6d9542b8 Slow
8cbf9724 SlowAmount
de31fe11 SlowAmountBase
6e9bca99 SlowAmountCalc
6d8f0832 SlowAmountMax
b419f34d SlowAmountPercent
b0aeba08 SlowDuration
fd7fa209 SlowPercent
c1c481b8 SlowPercentage
68fc5c2a SlowResist
34f18706 SlowResistPerLegendary
a98f7b85 SlowSeconds
4b073977 SlowTurn
6fba6382 SlowZoneDuration
7317675c SlowZoneRadius
28171877 SlowZoneSlow
c1f4bc4d SlowZoneSlowAPRatio
c123625a SlowZoneSlowBase
91bc3853 SlowZoneSlowHealShieldRatio
17b1aa79 SlowZoneSlowbADRatio
139c028a SlowZoneWidth
8ae99e9c SmallCardCycle
ec3b23ad SmallDamage
3accf5a6 SmallPie
8592e8a4 SmallSharkDamage
a89a1cf7 Smash
932d86eb Smash_1
942d887e Smash_2
64f22407 Smite
10c1ddc3 SmitePlayerDamage
60063106 Smoke
af3c4fa4 Smoke_Ground
dcf2a90c Smoke_Vanish
281304f8 Snakes
9b74319d Snap
2722aa0a SnapBuffbone
c622e918 SnapCrown
32cf4abf SnapJoint
46010ff9 SnapWeapon
b09de44b SnowFace
558e211b SnowSputter
d01d5f12 SnowVfx
b3a56f53 SnuggleRange
79c4df75 SolverRotate
a2d1f556 Sona_BA_Mis
4ce014e2 Sona_BA_Tar
62fc9f1d Sona_CritAttack_Cas
4fb78408 Sona_Death_GameOver
c75415b5 Sona_Death_Glow_01
7f110158 Sona_Death_Glow_Child
65d15796 Sona_Death_Hair_01
64d15603 Sona_Death_Hair_02
56e7a7d7 Sona_Death_Hear_02
e22ac07c Sona_Death_Trans_01
8f9df81a Sona_E_Buff
7dbf4b1a Sona_E_Buff_SFX
b4b3be2f Sona_E_OdyAug_BoomBlasted_E
0247ba08 Sona_E_PCReady_CoreRings
7a9289aa Sona_E_PowerChord_Mis
049ee3d6 Sona_E_Powerchord_Tar
83d7011c Sona_E_Tar_Buf
a8b22035 Sona_E_Zone
0a5b7a58 Sona_E_Zone_Self
3c9b955d Sona_Emote_Transition_In_Sound
427f7672 Sona_Emote_Transition_Out_Sound
44e8be7e Sona_Genre01_Emote_Dance_Sound
122a4933 Sona_Genre01_Emote_Death_Sound
5e4176b8 Sona_Genre01_Emote_Joke_Sound
1229f17c Sona_Genre01_Emote_Laugh_Sound
179ed625 Sona_Genre01_Emote_Respawn_Transition_Sound
28b575c1 Sona_Genre01_Emote_Respawn_Windup_Sound
bee30fe5 Sona_Genre01_Emote_Taunt_Sound
dcac4b91 Sona_Genre01_Idle_Hair_01
8105d9d6 Sona_Genre01_Idle_Helmet_01
672a7f1a Sona_Genre01_Q_Child_01
9efaad6c Sona_Genre01_Q_Zone
b5b44a29 Sona_Genre01_Recall_LeadIn_Sound
f15b40d6 Sona_Genre01_Recall_LeadOut_Sound
e34cf35e Sona_Genre01_Trans_Helmet_01
b6d35133 Sona_Genre01_Trans_Trail_01
dcb0bbb0 Sona_Genre01_W_Child_01
1d8d9cfb Sona_Genre02_Emote_Dance_Sound
f1cf5102 Sona_Genre02_Emote_Death_Sound
1aea9e5b Sona_Genre02_Emote_Joke_Sound
35c49ced Sona_Genre02_Emote_Laugh_Sound
8e41f5e6 Sona_Genre02_Emote_Respawn_Transition_Sound
9a4ef2e6 Sona_Genre02_Emote_Respawn_Windup_Sound
08242c34 Sona_Genre02_Emote_Taunt_Sound
c531fe3a Sona_Genre02_Idle_Hair_01
ddcfa22f Sona_Genre02_Idle_Hair_Mult
de3eca85 Sona_Genre02_Idle_Helmet_01
58993747 Sona_Genre02_Q_Trail
77364aa8 Sona_Genre02_Recall_LeadIn_Sound
9b2570b1 Sona_Genre02_Recall_LeadOut_Sound
57441ff4 Sona_Genre02_TransIn_Glow_01
5a4424ad Sona_Genre02_TransIn_Glow_02
5944231a Sona_Genre02_TransIn_Glow_03
54441b3b Sona_Genre02_TransIn_Glow_04
534419a8 Sona_Genre02_TransIn_Glow_05
56441e61 Sona_Genre02_TransIn_Glow_06
55441cce Sona_Genre02_TransIn_Glow_07
504414ef Sona_Genre02_TransIn_Glow_08
613f1022 Sona_Genre02_TransIn_Glow_Cube
3893425a Sona_Genre02_TransIn_Glow_Helmet
3abc2e7f Sona_Genre02_TransIn_LShoulder_Glow
e5792bc5 Sona_Genre02_TransIn_RShoulder_Glow
142f20e3 Sona_Genre02_Trans_Helmet_01
82ff9f4c Sona_Genre03_Emote_Dance_Sound
a62c3c71 Sona_Genre03_Emote_Death_Sound
30703556 Sona_Genre03_Emote_Joke_Sound
1c2021ae Sona_Genre03_Emote_Laugh_Sound
724dce9f Sona_Genre03_Emote_Respawn_Transition_Sound
167372b7 Sona_Genre03_Emote_Respawn_Windup_Sound
94bdffaf Sona_Genre03_Emote_Taunt_Sound
4ffb96d0 Sona_Genre03_Idle_Deck_01
d444e3ef Sona_Genre03_Idle_Hair_01
875013b0 Sona_Genre03_Idle_Helmet_01
541a97ff Sona_Genre03_Recall_LeadIn_Sound
7be76434 Sona_Genre03_Recall_LeadOut
8d001db8 Sona_Genre03_TransIn_Glow_LG1
90002271 Sona_Genre03_TransIn_Glow_LG2
53315f36 Sona_Genre03_TransIn_Glow_LSG
0c82cb76 Sona_Genre03_TransIn_Glow_RG1
0b82c9e3 Sona_Genre03_TransIn_Glow_RG2
ee648728 Sona_Genre03_TransIn_Glow_RSG
005eb7b5 Sona_Idle_Sparkles
ab4902f6 Sona_Q_Buff
6add51f6 Sona_Q_Mis
0b92f39f Sona_Q_OdyAug_BoomBlasted_Q
12c7ff7c Sona_Q_PCReady_CoreRings
5dc40fc6 Sona_Q_PowerChord_Mis
6afa97b2 Sona_Q_PowerChord_Tar
831a60f3 Sona_Q_Proc_SFX
14e9de82 Sona_Q_Tar
b688c2e8 Sona_Q_Tar_Buf
0f223a94 Sona_Q_Target_Hit
4d363d41 Sona_Q_Trail
15a3aa21 Sona_Q_Zone
d12aacbc Sona_Q_Zone_Self
a36cab3d Sona_R_Cas
c28c99ec Sona_R_Missile
c1dbadb3 Sona_R_Tar
33bbc4c9 Sona_R_buf
f212a116 Sona_R_tar_flash
e3207661 Sona_Recall_BlowKiss
fa224258 Sona_Recall_Embrace
80970a24 Sona_Recall_EtwahlBurst
574cf9b5 Sona_Recall_EtwahlShimmer
849137f8 Sona_Recall_Strum
84c061dd Sona_Recall_Trail_01
8186b852 Sona_Skin09_E_powerchord_child
9a83485c Sona_Skin09_Q_child
4de4ad7e Sona_Skin09_Q_powerchord_child
0daf1295 Sona_Skin09_Recall_01_Begin
6af1ddd9 Sona_Skin09_Recall_Disappear
2b2c18c2 Sona_Skin09_W_child
4c3b7e94 Sona_W_Mis
4d42e76f Sona_W_OdyAug_BoomBlasted_W
96875722 Sona_W_OdyAug_CalmingMelody
d6fa4820 Sona_W_OdyAug_Clutch
2a6b1c96 Sona_W_PCReady_CoreRings
a5a36c64 Sona_W_PowerChord_Mis
2d5e0000 Sona_W_Powerchord_Tar
b1a2c5fc Sona_W_Shield
2d170af0 Sona_W_Shield_SFX
7597046a Sona_W_Tar_Buf
9d437973 Sona_W_Zone
8444ddd6 Sona_W_Zone_Self
38fca5d0 Sona_W_tar
93a24fda Sona_Z_Child
404cdf76 Sona_Z_Idle
82627a4b Sona_Z_TransIn_Helmet_01
bdba28ab Sona_Z_TransIn_Mesh_L1
beba2a3e Sona_Z_TransIn_Mesh_L2
bfba2bd1 Sona_Z_TransIn_Mesh_L3
c0ba2d64 Sona_Z_TransIn_Mesh_L4
32b1abe0 Sona_Z_TransIn_Mesh_LS1
35b1b099 Sona_Z_TransIn_Mesh_LS2
31dd7189 Sona_Z_TransIn_Mesh_R1
2edd6cd0 Sona_Z_TransIn_Mesh_R2
2fdd6e63 Sona_Z_TransIn_Mesh_R3
34dd7642 Sona_Z_TransIn_Mesh_R4
2af610d6 Sona_Z_TransIn_Mesh_RS1
29f60f43 Sona_Z_TransIn_Mesh_RS2
66912cd8 Sona_Z_Trans_Glow_01
69913191 Sona_Z_Trans_Glow_02
68912ffe Sona_Z_Trans_Glow_03
6b9134b7 Sona_Z_Trans_Glow_04
9dbccde0 Sona_Z_Trans_Mesh_01
a0bcd299 Sona_Z_Trans_Mesh_02
9fbcd106 Sona_Z_Trans_Mesh_03
a2bcd5bf Sona_Z_Trans_Mesh_04
a1bcd42c Sona_Z_Trans_Mesh_05
a4bcd8e5 Sona_Z_Trans_Mesh_06
a3bcd752 Sona_Z_Trans_Mesh_07
a6bcdc0b Sona_Z_Trans_Mesh_08
c3e88883 Sona_Z_Trans_Mesh_Shoulder_01
c4e88a16 Sona_Z_Trans_Mesh_Shoulder_02
c5e88ba9 Sona_Z_Trans_Mesh_Shoulder_03
c6e88d3c Sona_Z_Trans_Mesh_Shoulder_04
7000a9bc Sona_Z_Trans_Rings_01
bf5d60f7 Sona_Z_beam_green
fb7b5776 Sona_Z_blood_slash
0e273fe0 Sona_Z_tar_blue
680835fb Soraka_BA_crit_tar
675fcd1e Soraka_BA_mis
41ecc54a Soraka_BA_tar
b5056e8d Soraka_Cleric_BA_tar
53b03e27 Soraka_Cleric_Wish_tar
a6b2a2ef Soraka_Death
f72cb4f3 Soraka_Death_1
279bf323 Soraka_Death_sfx_01
66e59b58 Soraka_E_Beam
ad322b2d Soraka_E_resolution
8fd49aa7 Soraka_E_rune
486f855e Soraka_E_rune_Child
08a12eef Soraka_E_rune_RED
b47eeaa6 Soraka_E_rune_red_Child
3fefd4dc Soraka_E_snare_tar
8a645ee7 Soraka_Homeguard_Avatar
aebcbcb2 Soraka_Homeguard_Trail
5e22d640 Soraka_Idle1
d160efe6 Soraka_Idle1_In
92011cd6 Soraka_Idle_AvatarGlow
20fd432a Soraka_Idle_Feathers
900b17e7 Soraka_Idle_WeaponGlow
5e85f530 Soraka_Idle_staff_bot_01
744e6186 Soraka_Idle_staff_top_01
